Number;Start time in milliseconds;End time in milliseconds;"Text"
242;1129625;1132333,3334;"Refugees have been headin' this way
for weeks now."
243;1133791,6667;1135916,6667;"Mum's a bleedin' heart, takin' you in."
244;1138500;1139916,6667;"Are you dumb or somethin'?"
245;1141000;1142083,3334;"Why don't you talk?"
246;1143583,3334;1144500;"Ow."
247;1144583,3334;1146500;"Can't you see she's been through hell?"
248;1146583,3334;1148875;"She's not here to take chores
off your lazy hands."
249;1150416,6667;1152416,6667;"If you stay, think you could
teach him some manners?"
250;1155541,6667;1156458,3334;"[chuckles]"
251;1158458,3334;1159791,6667;"[distant rumbling]"
252;1159875;1161125;"[woman gasps]"
253;1162291,6667;1163333,3334;"[horse whinnies]"
254;1165083,3334;1166083,3334;"[boy] Nilfgaard."
255;1169916,6667;1171208,3334;"[sighs] They're here."
256;1176791,6667;1178458,3334;"[low thumping]"
257;1178541,6667;1180583,3334;"[wind whistling]"
258;1180666,6667;1182291,6667;"[men shouting]"
259;1182375;1184000;"[rumbling]"
260;1184083,3334;1185333,3334;"[screeching]"
261;1190208,3334;1192166,6667;"[rumbling]"
262;1192250;1194250;"[people screaming]"
263;1194333,3334;1195291,6667;"[grunts]"
264;1203333,3334;1204250;"Again."
265;1209708,3334;1210958,3334;"[rustling]"
266;1218416,6667;1220416,6667;"[crackling]"
267;1222666,6667;1225166,6667;"[Yennefer] Get up! Everyone up!"
268;1225250;1226291,6667;"[people clamoring]"
269;1226375;1227458,3334;"[Yennefer] Move!"
270;1227541,6667;1230208,3334;"[crackling]"
271;1258791,6667;1260375;"[rumbling]"
272;1262791,6667;1264791,6667;"[air whooshing]"
273;1271708,3334;1272916,6667;"[low rumbling]"
274;1278708,3334;1280000;"[Fringilla] Draw the mages out."
275;1284083,3334;1285666,6667;"We will not lose to them."
276;1287333,3334;1288208,3334;"[exhales]"
277;1292625;1294625;"[crows cawing]"
278;1299500;1302458,3334;"[Vilgefortz] Stay low. We don't know
what other tricks they may have."
279;1307791,6667;1309250;"[Triss] Maybe it's over."
280;1309333,3334;1311500;"No, Fringilla's just getting started."
281;1312125;1313708,3334;"[Sabrina] It hasn't been two days yet."
282;1313791,6667;1315291,6667;"How is Nilfgaard's army here already?"
283;1315375;1318000;"Doesn't matter.
We can't wait for the Northern Kingdoms."
284;1318083,3334;1320500;"-We have to fight.
-There are only 22 of us now."
285;1320583,3334;1324041,6667;"Those cowards fled after tonight's attack,
but I'm not goin' anywhere."
286;1324458,3334;1325583,3334;"I've lived enough."
287;1339541,6667;1341541,6667;"[wind whooshing]"
288;1352750;1356041,6667;"They're coming. We must move.
The ten of you, to the field. Go!"
289;1356125;1358666,6667;"Sabrina, you take the villagers
to the artillery room."
290;1358750;1360041,6667;"Triss, come with me."
291;1360625;1362916,6667;"-[Sabrina] This way! Follow me!
-[man] Clear the battlement!"
292;1363000;1364708,3334;"-Keep watch on the tower.
-The tower?"
293;1364791,6667;1366708,3334;"Reserve your chaos."
294;1370500;1371958,3334;"[horse neighing]"
295;1373541,6667;1376041,6667;"[man] I don't like the look of this mist,
Butcher."
296;1377041,6667;1378250;"It's not natural."
297;1379875;1382000;"[distorted screeching]"
298;1382083,3334;1383750;"-[man] Hey, careful now.
-[grunts]"
299;1384208,3334;1385291,6667;"Easy does it."
300;1385375;1386625;"[whooshing]"
301;1386708,3334;1388041,6667;"You got bit, Butcher."
302;1389416,6667;1391791,6667;"You're delirious, but you're not dead."
303;1392250;1393833,3334;"[snarls echoing]"
304;1397125;1398166,6667;"Not on my watch!"
305;1399666,6667;1401625;"Hey, come on now, be still, I said."
306;1401708,3334;1403208,3334;"We're goin' to my farm."
307;1403625;1406500;"Just as soon as these poor old horses
can take us there."
308;1408166,6667;1410208,3334;"You must stay awake, though."
309;1410291,6667;1411250;"Butcher, you hear me?"
310;1411833,3334;1414291,6667;"Don't you go to sleep now,
whatever you do!"
311;1418625;1419833,3334;"[boy] Ma?"
312;1421041,6667;1422000;"Ma?"
313;1422958,3334;1423916,6667;"Ma?"
314;1426166,6667;1427833,3334;"[growling]"
315;1428625;1431500;"Back, you beast.
I'll kill you and take your treasure."
316;1432625;1434291,6667;"Do not fear, Princess."
317;1434375;1435375;"[woman] Dinner time."
318;1439166,6667;1442291,6667;"[boy] Someday I'll make you
a necklace of dragon teeth."
319;1442375;1444250;"The prettiest necklace ever."
320;1444333,3334;1445166,6667;"[woman] No."
321;1445958,3334;1447791,6667;"We must live and let live."
322;1447875;1449041,6667;"What's that mean?"
323;1449375;1451250;"-[woman] It's our code.
-[man] Hey, Butcher."
324;1451333,3334;1452833,3334;"[woman] We have to cling to something."
325;1453583,3334;1454708,3334;"If we don't,"
326;1455166,6667;1457041,6667;"the world descends into chaos."
327;1457750;1458875;"[Geralt] Ma..."
328;1458958,3334;1460416,6667;"[low growl]"
329;1464750;1466375;"[Borch] It's magic."
330;1466458,3334;1468750;"It's not real."
331;1469208,3334;1471125;"[man] Grab your bows. Keep your head down."
332;1471208,3334;1473333,3334;"[man 2] Ready yourselves!"
333;1481708,3334;1483291,6667;"-Let's do this.
-Right."
334;1483375;1485375;"[man] Bar the gate!"
335;1485625;1486583,3334;"[Sabrina] Let's do this!"
336;1486666,6667;1488041,6667;"[woman] Come on, everyone!"
337;1491625;1493625;"[wind whistling]"
338;1493708,3334;1495416,6667;"[indistinct whispering]"
339;1502333,3334;1504333,3334;"[army marching]"
340;1506166,6667;1508208,3334;"[marching echoing]"
341;1513166,6667;1514250;"Can anyone hear me?"
342;1514375;1515666,6667;"[Yennefer] Can anyone hear me?"
343;1515750;1517083,3334;"Can anyone hear me?"
344;1517166,6667;1518208,3334;"Tissaia?"
345;1518291,6667;1519666,6667;"[Tissaia] I can."
346;1519750;1520708,3334;"They're closing in."
347;1525000;1526500;"[wind whistling]"
348;1527541,6667;1528541,6667;"[Tissaia] It's time."
349;1532791,6667;1533708,3334;"[sighs]"
350;1544416,6667;1549750;"[chanting in Elder]"
351;1553583,3334;1556041,6667;"[continues chanting]"
352;1562875;1565375;"[continues chanting]"
353;1565458,3334;1566750;"[squelching]"
354;1576750;1578875;"[coughing and retching]"
355;1583125;1583958,3334;"It's working."
356;1591791,6667;1595791,6667;"Coral, soldiers, straight ahead.
And they're moving fast."
357;1595875;1598666,6667;"[army yelling]"
358;1601875;1604000;"-[crunching]
-[screaming]"
359;1609708,3334;1610791,6667;"[horse snorting]"
360;1612958,3334;1614458,3334;"[Yennefer] Sabrina, prepare your shot."
361;1616708,3334;1618625;"[echoing]
Hold your fire until they're in range."
362;1619791,6667;1620916,6667;"Hold!"
363;1622291,6667;1623250;"Hold!"
364;1629791,6667;1631583,3334;"Now! Pull!"
365;1638708,3334;1640291,6667;"[whistling]"
366;1640375;1642000;"[bottle whirring]"
367;1643166,6667;1644500;"[yelling]"
368;1661291,6667;1663291,6667;"-[crackling]
-[screaming]"
369;1666666,6667;1667666,6667;"Who's next?"
370;1678458,3334;1681208,3334;"[field marshal] So much
for depleting them. What now?"
371;1681750;1683083,3334;"Move to the other front."
372;1685458,3334;1686416,6667;"Right turn!"
373;1687416,6667;1688291,6667;"March!"
374;1692958,3334;1694958,3334;"[field marshal shouts indistinctly]"
375;1706500;1708333,3334;"Vilgefortz, now!"
376;1721916,6667;1723458,3334;"[metallic ringing]"
377;1725041,6667;1726500;"[sword ringing]"
378;1730833,3334;1733000;"[breathes heavily]"
379;1745041,6667;1746250;"[Yennefer] Vilgefortz..."
380;1746333,3334;1748708,3334;"slow... down."
381;1749791,6667;1751708,3334;"Reserve your chaos."
382;1751791,6667;1752791,6667;"[rings]"
383;1755333,3334;1756291,6667;"Huh."
384;1759500;1760375;"Vilgefortz!"
385;1781500;1782708,3334;"[pants]"
386;1793000;1794208,3334;"What are you after?"
387;1795250;1796708,3334;"What do you want?"
388;1802625;1804250;"To get to the center of it all."
389;1804583,3334;1805750;"[pants]"
390;1807833,3334;1808916,6667;"[Vilgefortz yells]"
391;1818208,3334;1821250;"[sighs deeply]"
392;1822166,6667;1823750;"[crows cawing]"
393;1835541,6667;1836583,3334;"[Fringilla] Break! Break."
394;1836666,6667;1838125;"[echoing] Break, break..."
395;1838916,6667;1840625;"[whooshing]"
396;1840708,3334;1841958,3334;"[man] They're comin' in!"
397;1842666,6667;1844000;"[man 2] Get back in!"
398;1844083,3334;1844916,6667;"[woman] Move out!"
399;1845000;1847166,6667;"[wind whooshing]"
400;1848041,6667;1849208,3334;"They've breached the gate!"
401;1851666,6667;1853208,3334;"[rumbling]"
402;1854583,3334;1856416,6667;"[whooshing]"
403;1856500;1858791,6667;"Shit! Take cover!"
404;1858875;1859791,6667;"Fire."
405;1863333,3334;1864375;"[woman yells]"
406;1865833,3334;1866666,6667;"No!"
407;1866750;1867708,3334;"[people screaming]"
408;1872500;1873750;"[woman screams] Oh, no!"
409;1880583,3334;1881541,6667;"[echoing] Tissaia."
410;1882291,6667;1883375;"Can you hear me?"
411;1883458,3334;1884916,6667;"Nilfgaard has broken through!"
412;1885750;1887000;"[wind whooshing]"
413;1888833,3334;1891083,3334;"[rumbling]"
414;1893333,3334;1895666,6667;"[wind whistling]"
415;1897291,6667;1898500;"[Yennefer echoing] Tissaia."
416;1898583,3334;1902041,6667;"We must stop Fringilla.
[echos] Fringilla..."
417;1905666,6667;1906916,6667;"It's not too late."
418;1909375;1911083,3334;"I did tell you to stay out of this."
419;1911166,6667;1912416,6667;"-You can come back.
-[scoffs]"
420;1912500;1914416,6667;"-I can help you.
-[laughs]"
421;1915875;1917791,6667;"Do you know how Nilfgaard took Cintra?"
422;1919125;1920250;"Horrible storm."
423;1920875;1924583,3334;"Fifty Skelligen ships sunk
to the bottom of the sea,"
424;1924666,6667;1926666,6667;"wrecked in that horrible fog."
425;1926750;1927833,3334;"That was you."
426;1929208,3334;1930666,6667;"I won't let you do this."
427;1931083,3334;1933916,6667;"You're worth more
than Nilfgaard can ever give you."
428;1936041,6667;1937291,6667;"[sighing]"
429;1938291,6667;1939333,3334;"[gasps]"
430;1940250;1942166,6667;"-[whimpers]
-Dimeritium."
431;1942250;1943916,6667;"[gasps and wheezes]"
432;1944000;1945291,6667;"I don't need your help..."
433;1946041,6667;1947000;"anymore..."
434;1948750;1950166,6667;"-Rectoress.
-[Tissaia groans]"
435;1951291,6667;1952375;"[Tissaia gasps]"
436;1953083,3334;1954250;"[speaks Elder]"
437;1957125;1959125;"[chittering]"
438;1963416,6667;1965083,3334;"[horse neighs]"
439;1968000;1969333,3334;"Hey, don't you move."
440;1969750;1971750;"Butcher, hey! Whoa, lads. Whoa."
441;1973666,6667;1974541,6667;"[rumbling]"
442;1974625;1975958,3334;"[Geralt groans] What's that?"
443;1977541,6667;1978750;"[explosions in distance]"
444;1978833,3334;1983083,3334;"Well, from the direction, I would say
that Nilfgaard has made it to Sodden."
445;1984333,3334;1985375;"Shit, look."
446;1986416,6667;1989208,3334;"Take Sodden, you take the North,
some say."
447;1990250;1992625;"-Ye gods, that looks hideous.
-[Geralt groaning]"
448;1992708,3334;1994416,6667;"[groans and grunts]"
449;1996291,6667;1998458,3334;"[sighs] Fuck."
450;1998875;1999875;"My bag."
451;2000458,3334;2002916,6667;"-My bag!
-This? Here."
452;2003833,3334;2005041,6667;"[groans]"
453;2020583,3334;2022041,6667;"[groans]"
454;2022125;2023083,3334;"[hissing]"
455;2023166,6667;2024708,3334;"[groaning loudly]"
456;2024791,6667;2026208,3334;"You need a healer."
457;2026291,6667;2027875;"[Geralt pants]"
458;2028500;2030500;"Take me to the Blue Mountains."
459;2030583,3334;2032333,3334;"That's the other side of Sodden."
460;2032416,6667;2034250;"It's impossible, you'll die."
461;2034333,3334;2035333,3334;"He'll..."
462;2035916,6667;2037208,3334;"save me."
463;2037583,3334;2040333,3334;"Who? Who? Ah, hey!"
464;2040416,6667;2042875;"-Wake up! Hey, wake up!
-[grunting]"
465;2042958,3334;2044708,3334;"-You stay awake, you bastard!
-[sighs]"
466;2047083,3334;2048000;"I need..."
467;2049083,3334;2050375;"to go home."
468;2052666,6667;2054833,3334;"[boy]
What's at the edge of the world?"
469;2055750;2059083,3334;"If we go past it,
do we fall off the world?"
470;2059166,6667;2060500;"Where do we fall?"
471;2061416,6667;2062750;"Into another sphere?"
472;2063250;2064666,6667;"How many spheres are there?"
473;2064750;2066791,6667;"[man] We're going to my farm."
474;2066875;2069333,3334;"-Do you have any food?
-Hey, hey, hey. Be still, I said."
475;2070250;2072000;"[boy] Is there food on other spheres?"
476;2074083,3334;2074958,3334;"[boy laughs]"
477;2075041,6667;2076958,3334;"And after the edge of the world,"
478;2077041,6667;2080416,6667;"let's go to Lyria and Rivia
and Vengerberg!"
479;2080500;2081833,3334;"-[mother] Stop.
-And never stop."
480;2081916,6667;2084875;"-[mother] I have to stop.
-[man] Whoa, lads. Whoa."
481;2084958,3334;2087041,6667;"-Are you okay, Ma?
-[mother] I need water."
482;2088291,6667;2090375;"Go! Fetch it for me."
483;2101041,6667;2103208,3334;"-Ma? Ma!
-[Geralt] Ma!"
484;2103875;2105000;"Ma!"
485;2105083,3334;2106458,3334;"[boy] Visenna?"
486;2108875;2111458,3334;"[man] Geralt, I've been waiting for you."
487;2113291,6667;2115375;"-[Geralt] Vesemir.
-[young Geralt] Ma!"
488;2115458,3334;2116375;"[Geralt] Vesemir."
489;2120083,3334;2121875;"[Yennefer echoing]
Nilfgaard is gaining on us."
490;2121958,3334;2124416,6667;"Get back to the keep if you can!"
491;2124500;2125333,3334;"Coral,"
492;2125875;2127916,6667;"take the path back to us,
do not stop."
493;2128000;2130208,3334;"[man yells] Get out of the way!"
494;2131458,3334;2132958,3334;"[man yelling]"
495;2133041,6667;2134666,6667;"-[screaming]
-[Yennefer] No!"
496;2136166,6667;2137000;"Atlan!"
497;2139166,6667;2140083,3334;"Coral!"
498;2140666,6667;2141875;"Save yourself!"
499;2142500;2143958,3334;"[whooshing]"
500;2144041,6667;2145125;"-[deep sighing]
-No!"
501;2145208,3334;2146083,3334;"[screams]"
502;2146166,6667;2147083,3334;"[sobs]"
503;2150125;2152750;"Triss! The gate! Can you buy us time?"
504;2156416,6667;2157833,3334;"[Triss] I don't know if I can!"
505;2158708,3334;2160333,3334;"I'll find Tissaia and get us help."
506;2162125;2163500;"[Triss breathes heavily]"
507;2164458,3334;2167291,6667;"[rumbling]"
508;2177416,6667;2178291,6667;"[yelling]"
509;2182583,3334;2184291,6667;"-[grunts]
-[yells]"
510;2186125;2186958,3334;"[soldier yells]"
511;2190791,6667;2192916,6667;"Do not stop, Triss."
512;2193000;2194958,3334;"-[horse neighs]
-[men yelling]"
513;2203083,3334;2205083,3334;"[indistinct whispering]"
514;2230083,3334;2231625;"[soldier] Get through that gate!"
515;2232625;2234041,6667;"[screams]"
516;2235125;2236791,6667;"-[soldier] Get in!
-[screaming]"
517;2238500;2239541,6667;"[soldier yells in pain]"
518;2239625;2241625;"[screaming]"
519;2243916,6667;2246250;"[woman] Come on, lads! Come on! Here!"
520;2248166,6667;2249750;"Move, move! Quick, quick!"
521;2264791,6667;2267666,6667;"[Yennefer echoing] Tissaia, where are you?"
522;2278125;2280333,3334;"-Shouldn't you be at--
-[yells]"
523;2281416,6667;2282666,6667;"[Yennefer grunts]"
524;2285833,3334;2286666,6667;"[chittering]"
