Number;Start time in milliseconds;End time in milliseconds;"Text"
504;1998750;2001541,6667;"You think
that we're destroying the Continent."
505;2002416,6667;2006833,3334;"We know that if we take Cintra,
we have a chance of saving it."
506;2008583,3334;2012875;"If you won't take sides,
then at least stay out of our way."
507;2016416,6667;2019291,6667;"[Stregobor] Ah, enough
of this tiring debate."
508;2019375;2021000;"Cintra's a lost cause."
509;2021083,3334;2022583,3334;"Let them reap what they sow."
510;2022666,6667;2023583,3334;"I say we vote."
511;2023666,6667;2025208,3334;"-Yes, vote. Vote!
-Vote?"
512;2026208,3334;2028125;"First, you install
your niece at Nilfgaard,"
513;2028208,3334;2029791,6667;"and now you want to ram through a vote."
514;2029875;2031708,3334;"[Fringilla] To be fair,
Yennefer of Vengerberg"
515;2031791,6667;2033916,6667;"is the one I have to thank for my posting."
516;2035375;2038125;"If she had taken it,
I wouldn't be where I am today."
517;2038208,3334;2039416,6667;"Neither would Nilfgaard."
518;2039500;2041708,3334;"If only Yennefer had gone to Nilfgaard."
519;2041791,6667;2044625;"With her at the helm,
they'd still be a shitty backwater."
520;2044708,3334;2045541,6667;"[laughing]"
521;2046583,3334;2047416,6667;"You're right."
522;2048916,6667;2052708,3334;"Instead, I went to a prized kingdom
and did fuck all for decades."
523;2052791,6667;2054166,6667;"Just as you taught us."
524;2055000;2057833,3334;"Helped murderers and rapists
keep their crown."
525;2058708,3334;2060458,3334;"Maybe it is time for something different."
526;2060541,6667;2062625;"Pipe down. You-- you don't get a vote."
527;2062708,3334;2064375;"If I did, I'd vote to burn it all down."
528;2064458,3334;2065916,6667;"-[clamoring]
-There! There you have--"
529;2066000;2068125;"-There you have it!
-[Tissaia] It's true."
530;2068208,3334;2071291,6667;"Cintra has chosen to turn its back on us."
531;2072708,3334;2075208,3334;"They are proud, and smart,
and difficult, yes."
532;2076083,3334;2078000;"But I'd wager above all else..."
533;2079083,3334;2080666,6667;"-they are scared.
-[woman] It's true."
534;2081500;2084500;"We have called them a lost cause
for years."
535;2084833,3334;2087166,6667;"But we stopped trying too."
536;2087625;2089333,3334;"And it is time now..."
537;2089791,6667;2092791,6667;"that we risk not only our lives,
but our pride,"
538;2093250;2094916,6667;"and try again."
539;2095666,6667;2097666,6667;"[indistinct murmuring]"
540;2106083,3334;2107208,3334;"With your permission,"
541;2108250;2109666,6667;"all those in favor"
542;2110416,6667;2113583,3334;"of letting Cintra continue
their proud tradition"
543;2113666,6667;2115541,6667;"of fending for themselves?"
544;2129750;2130666,6667;"Well..."
545;2132416,6667;2133750;"there you have it."
546;2136166,6667;2137041,6667;"[sighs]"
547;2137625;2140791,6667;"I know you hate this place,
but there are girls who need it."
548;2141708,3334;2145208,3334;"Those who have only ever known chaos
until we teach them control."
549;2147458,3334;2149291,6667;"You were right, in Rinde."
550;2151083,3334;2152875;"Aretuza is all I have."
551;2155541,6667;2157041,6667;"If Nilfgaard wins..."
552;2157541,6667;2159250;"-[indistinct chatter]
-[door opens]"
553;2166083,3334;2169375;"[softly] That's why Vilgefortz and I
and some others are going to fight."
554;2171000;2172083,3334;"You should join us."
555;2172500;2174375;"Did you hear a word I just said?"
556;2175833,3334;2177333,3334;"Why would I protect this?"
557;2178666,6667;2182583,3334;"If you will not do it for the Brotherhood,
then do it for me."
558;2185208,3334;2186041,6667;"Please."
559;2196125;2197958,3334;"Have you ever used that word before?"
560;2201375;2202458,3334;"[Mousesack] Your Majesty,"
561;2202541,6667;2204666,6667;"the Nilfgaardians will breach
the castle gates."
562;2204750;2206083,3334;"[cheering]"
563;2207125;2208125;"[Mousesack] Have breached."
564;2208541,6667;2209750;"Now what?"
565;2209833,3334;2211291,6667;"What do we do?"
566;2233833,3334;2235000;"[grunts]"
567;2238000;2239416,6667;"[keys clattering]"
568;2239500;2240541,6667;"Hmm."
569;2246708,3334;2247708,3334;"The Witcher..."
570;2253250;2254541,6667;"I couldn't let him go."
571;2256750;2258000;"I know what I've done."
572;2261083,3334;2262416,6667;"He's in the gate keep."
573;2268375;2269916,6667;"If I can bring him here..."
574;2270750;2271666,6667;"to Ciri..."
575;2273125;2275875;"destiny may yet side with us."
576;2280875;2281833,3334;"Danek."
577;2284750;2285666,6667;"It's time."
578;2292000;2293458,3334;"Wait, where are you going?"
579;2302583,3334;2303500;"Geralt!"
580;2306875;2308041,6667;"[sighs]"
581;2312250;2313083,3334;"[man yells]"
582;2325166,6667;2326041,6667;"Your Majesty..."
583;2330708,3334;2331708,3334;"[whispers] He's gone."
584;2332291,6667;2334041,6667;"Looks like he's escaped."
585;2335958,3334;2337166,6667;"If he is out there,"
586;2338166,6667;2340125;"then there is still hope for her."
587;2341875;2344875;"-What is it?
-Lazlo, bring her cloak."
588;2345791,6667;2346666,6667;"[gasps]"
589;2346750;2348250;"What? No!"
590;2349541,6667;2351916,6667;"Continue to be brave. Promise me."
591;2352375;2354458,3334;"You are the Lion Cub of Cintra."
592;2354541,6667;2357125;"-You are destined for great things.
-I can't do this without you."
593;2357208,3334;2359791,6667;"-We must go, Your Highness.
-[screams] No!"
594;2359875;2361625;"[rattling]"
595;2366375;2367250;"[softly] Go."
596;2368958,3334;2370458,3334;"The world depends on it."
597;2375458,3334;2376666,6667;"[softly] I love you."
598;2380791,6667;2383125;"Find Geralt of Rivia."
599;2384875;2386583,3334;"He is your destiny."
600;2389458,3334;2390791,6667;"[Lazlo] We must go, Your Highness."
601;2433333,3334;2434375;"[thuds]"
602;2443625;2444541,6667;"[exhales sharply]"
603;2454458,3334;2455458,3334;"Princess, come."
604;2474916,6667;2475750;"[groans]"
605;2475833,3334;2478000;"Tell me what I want to know
and you'll live."
606;2479041,6667;2480500;"[breathing heavily]"
607;2481666,6667;2483250;"I am already saved."
608;2483916,6667;2485166,6667;"[Geralt sighs]"
609;2485250;2487041,6667;"-[groans]
-[grunts]"
610;2490541,6667;2491625;"[sighs]"
611;2492333,3334;2493458,3334;"[grunts]"
612;2499625;2500708,3334;"Where is Cirilla?"
613;2502291,6667;2504875;"No one... is left."
614;2505458,3334;2506375;"[whimpers]"
615;2507166,6667;2509666,6667;"Ah... we shall be born anew. [wheezes]"
616;2509750;2511125;"Thus it shall be."
617;2511208,3334;2512541,6667;"Watch for the signs."
618;2512625;2514875;"What signs these shall be I say unto--"
619;2518041,6667;2519208,3334;"[squelches]"
620;2525833,3334;2527333,3334;"[cicadas chirping]"
621;2527416,6667;2528666,6667;"[horse whinnies]"
622;2528750;2530041,6667;"[loon calls]"
623;2530125;2532083,3334;"[Ciri]
I should've traded that ring for food."
624;2534041,6667;2535083,3334;"You're right, Clop."
625;2536125;2537208,3334;"Or are you Clip?"
626;2537291,6667;2538125;"[whinnies]"
627;2539166,6667;2542416,6667;"[laughs] Gods, what kind of crazy person
talks to a horse?"
628;2552166,6667;2553083,3334;"[twig snaps]"
629;2553166,6667;2554750;"[horse nickers]"
630;2554833,3334;2556166,6667;"[frog croaking]"
631;2558375;2559666,6667;"[horse whinnies]"
632;2564500;2566000;"[bird calling]"
633;2567250;2568541,6667;"[horse nickering]"
634;2574916,6667;2576166,6667;"[horse neighs]"
635;2581291,6667;2582250;"It's all right."
636;2584875;2586250;"It's all right. We're Cintrans."
637;2586333,3334;2588291,6667;"-[twigs cracking]
-[horse whinnying]"
638;2588375;2589250;"Anton!"
639;2589916,6667;2592333,3334;"[gasps] You made it out. You're all right!"
640;2592416,6667;2594250;"I told you it was her at the market."
641;2595833,3334;2596666,6667;"[Ciri] Hey."
642;2597250;2599125;"-What are you doing?
-[horse nickering]"
643;2599833,3334;2601083,3334;"Hey, stop that!"
644;2601166,6667;2602791,6667;"Anton. Please, stop it!"
645;2602875;2605250;"You don't give the orders anymore,
Princess."
646;2605333,3334;2607875;"Rumor is Nilfgaard's looking for you."
647;2609166,6667;2611375;"And willing to pay a barrel of orens, too."
648;2612083,3334;2613625;"I'm sorry for what happened."
649;2613708,3334;2615250;"[horse whinnying]"
650;2615333,3334;2617125;"I'm sorry if your family got hurt."
651;2619875;2621625;"We played knucklebones together."
652;2622291,6667;2624041,6667;"This isn't you. I know it."
653;2625416,6667;2626458,3334;"You know fuck all."
654;2627875;2630541,6667;"You thought you were better than us
because we had to let you win?"
655;2631000;2634500;"The only thing special about you
was the fucking crown on your head."
656;2635833,3334;2636708,3334;"[Ciri shrieks] No!"
657;2637333,3334;2639083,3334;"[screams] No!"
658;2639791,6667;2640791,6667;"[panting] I--"
659;2640875;2642125;"[grunting]"
660;2643333,3334;2645125;"[whooshing]"
661;2646500;2648000;"[deep hum]"
662;2649708,3334;2650750;"[silence]"
663;2650833,3334;2652791,6667;"[deep hum]"
664;2652875;2654833,3334;"[whooshing]"
665;2656375;2658083,3334;"[overlapping voices]
Verily, I say unto you"
666;2658166,6667;2661000;"the era of the sword and the ax is nigh,"
667;2661083,3334;2662916,6667;"the era of the Wolf's Blizzard."
668;2663375;2666708,3334;"The Time of the White Chill
and the White Light is nigh..."
669;2666791,6667;2667625;"[neighs]"
670;2667708,3334;2670750;"...the Time of Madness
and the Time of Contempt."
671;2671750;2674708,3334;"[screaming]"
