Number;Start time in milliseconds;End time in milliseconds;"Text"
103;406541,6667;407625;"give her to me."
104;407708,3334;411291,6667;"Call it destiny, security,
what larger forces at work,"
105;411666,6667;412708,3334;"I don't care."
106;413250;415583,3334;"I will take her, protect her,"
107;416291,6667;418875;"and bring her back unharmed,
I promise you that."
108;421541,6667;423625;"Ciri is all I have left of my daughter."
109;425000;428208,3334;"If Ciri survives,
then Pavetta lives on too."
110;439458,3334;441708,3334;"Law of Surprise has been called."
111;442958,3334;444708,3334;"I'll tell Cirilla myself."
112;447250;449833,3334;"Oh, sweet Cintra, you were so promising,"
113;449916,6667;453166,6667;"from your spoiled princess
to your stupid old king!"
114;453250;455708,3334;"But when I arrived,
the royals were dead!"
115;455791,6667;457375;"Tossed out a window or shot in the head!"
116;457458,3334;460166,6667;"[devil puppet] So, what to do now?
Where's the devil to go?"
117;460250;462500;"Anywhere but here. Back in your hole!"
118;462583,3334;464750;"[devil puppet]
No, don't cast me out on a whim!"
119;464833,3334;466833,3334;"Who needs you when I've got him?"
120;466916,6667;468333,3334;"[devil puppet shouting]"
121;473541,6667;475458,3334;"[donkey braying]"
122;486708,3334;487583,3334;"[man] Hey!"
123;496666,6667;498375;"Where'd you get a piece like this?"
124;499458,3334;500625;"It was my mother's."
125;509041,6667;510166,6667;"[woman] Hey, girl!"
126;512208,3334;514125;"What's so special about Skellige?"
127;518000;519333,3334;"Those roads aren't safe,"
128;519916,6667;521750;"and the Skelligens are a grumpy lot."
129;523083,3334;524041,6667;"How about this?"
130;524458,3334;525458,3334;"Come with me."
131;526875;528458,3334;"I've got one more thing to buy."
132;528833,3334;530833,3334;"and then we'll make room
on Clip and Clop"
133;531458,3334;532583,3334;"and be home by dark."
134;533958,3334;537291,6667;"We don't have much,
but we've got a sight more than you do."
135;537375;538250;"Roof,"
136;538791,6667;541041,6667;"food, space on the floor to sleep."
137;542208,3334;545958,3334;"A lot's happening on this Continent,
but we're safer when we stick together."
138;547375;548250;"Okay?"
139;550333,3334;551166,6667;"Grand."
140;561333,3334;562625;"[neighs]"
141;581958,3334;583708,3334;"[Calanthe] It's what has been promised."
142;586541,6667;589541,6667;"We must sacrifice... to fulfill destiny."
143;591458,3334;592500;"[sighs]"
144;594416,6667;595583,3334;"Shh..."
145;599375;600291,6667;"[sobs]"
146;601958,3334;603166,6667;"[door slams shut]"
147;604375;605583,3334;"He may take you,"
148;607541,6667;609416,6667;"but you will always be mine."
149;609833,3334;611166,6667;"[sniffles]"
150;612500;614916,6667;"I need you to be brave now,
because who are you?"
151;615833,3334;617250;"The Lion Cub of Cintra."
152;629708,3334;631291,6667;"Pleased to meet you, Princess."
153;637041,6667;640000;"-Can I say goodbye to my friends now?
-Of course."
154;648458,3334;650125;"I'll summon you when she's ready."
155;683416,6667;685000;"[whooshing]"
156;685083,3334;685958,3334;"[crashing]"
157;686041,6667;688000;"[metallic rattling]"
158;689416,6667;690833,3334;"[rattling stops]"
159;704333,3334;706458,3334;"[indistinct whispering]"
160;715541,6667;717541,6667;"[flies buzzing]"
161;719500;721291,6667;"[horse neighing]"
162;722041,6667;723708,3334;"[indistinct chatter]"
163;723791,6667;726666,6667;"[boy] Go on, Korin, do it!
Oh! Gimme."
164;727583,3334;729958,3334;"Korin, Anton, I have to go."
165;730041,6667;731333,3334;"-What? No!
-I know!"
166;733583,3334;734500;"[Anton] Take care."
167;735458,3334;736458,3334;"Your Highness."
168;743583,3334;744958,3334;"[boys laughing]"
169;747875;749000;"[Anton] Throw those knuckles."
170;755833,3334;758625;"First, you try to kill me,
then you lie to me."
171;759708,3334;761875;"I'm just trying to keep Cirilla safe."
172;762333,3334;766458,3334;"Ciri is safe, with me,
until the day she takes over my throne."
173;767333,3334;769208,3334;"-Listen to me.
-I did listen once."
174;769291,6667;771041,6667;"Let a hedgehog into my court."
175;771541,6667;773458,3334;"It got me Pavetta dead."
176;774166,6667;775666,6667;"I won't lose Ciri too."
177;776375;778958,3334;"So you and destiny
can both fuck right off."
178;779541,6667;783500;"Because if Nilfgaard comes,
will destiny carry a banner into battle?"
179;784041,6667;785000;"No."
180;785083,3334;787166,6667;"We have an army, a navy..."
181;788166,6667;789000;"and me."
182;789083,3334;791791,6667;"A dynasty can't survive
on arrogance alone."
183;791875;793208,3334;"Says a witcher."
184;793875;795625;"She needs family."
185;795708,3334;797625;"You know nothing about that."
186;797708,3334;800375;"Your own mother cared so little,
she discarded you."
187;801500;805375;"You lecture me on a mother's love
yet offer up someone else's daughter."
188;807291,6667;810458,3334;"Queen to all of Cintra,
grandmother to one."
189;812041,6667;813541,6667;"I won't orphan that girl."
190;813625;815291,6667;"You're sentencing her to death."
191;815916,6667;817375;"-What did I miss?
-Nothing."
192;818083,3334;819333,3334;"Get him out of my sight."
193;823291,6667;825958,3334;"I remember
when you honored the Law of Surprise."
194;826500;827833,3334;"What changed?"
195;827916,6667;829166,6667;"I had a granddaughter."
196;829250;830458,3334;"So protect her."
197;831041,6667;833041,6667;"-Your Majesty.
-What if Calanthe's wrong?"
198;833416,6667;835500;"What if they come and Ciri is trapped?"
199;835583,3334;837708,3334;"I fight side by side with my Queen."
200;838625;840625;"You put too much faith in that woman."
201;840708,3334;842125;"Well, you weren't there."
202;843750;847708,3334;"After Pavetta died, Calanthe would
wake up howling in the night."
203;849208,3334;851791,6667;"The Lioness, nearly broken."
204;851875;854666,6667;"Someone who's able to pull themselves
out of that,"
205;854750;857083,3334;"they'll have my confidence
till my final day."
206;863708,3334;865750;"I need your promise you won't come back."
207;869166,6667;870833,3334;"If I hear Ciri's in danger,"
208;872250;873583,3334;"you know I can't do that."
209;877791,6667;878791,6667;"I know."
210;885291,6667;886416,6667;"[men yelling]"
211;886500;888500;"[tools scraping and hacking]"
212;890708,3334;891875;"[man] Just move it!"
213;892750;894208,3334;"Faster!"
214;895250;897833,3334;"[man 2] That's right!
No water till you've finished!"
215;898375;899583,3334;"[horse neighs]"
216;901125;902291,6667;"[man 3] Move it!"
217;904208,3334;905375;"[man 4] That's right!"
218;908083,3334;909750;"[man 5] All right, ditch diggers!"
219;909833,3334;910833,3334;"[man 6] Move it!"
220;919208,3334;921708,3334;"[man 5] Report any findings immediately!"
221;923458,3334;927041,6667;"All visitors must declare themselves
to the officers!"
222;928000;929750;"Is it cleared yet?"
223;930291,6667;931416,6667;"[sentry] Safe conduct?"
224;939000;940083,3334;"You're coming from Caingorn?"
225;941500;943083,3334;"How long will you be in Nazair?"
226;944500;946000;"That is yet to be determined."
227;959375;960375;"Hello, Yennefer."
228;963916,6667;966208,3334;"[chuckling]
The... the runes described a..."
229;966291,6667;970125;"a "magnalith" in Nazair,
but no one could find it till I got here."
230;970875;973708,3334;"Until Nilfgaard tore
through all the lands."
231;975500;976875;"They allow my research."
232;977541,6667;979041,6667;"That's all I care about."
233;979125;981250;"Hmm. A man of principle."
234;985041,6667;986791,6667;"You don't understand. 
Every glyph has a clue"
235;986875;988666,6667;"-to something across the Continent...
-[groans]"
236;988750;990708,3334;"...from a time before the Conjunction."
237;991041,6667;993333,3334;"Most are history, but some might be more."
238;993416,6667;996166,6667;"The prophecy, the future,
I want to explore all of it."
239;1000291,6667;1001583,3334;"[chuckles] Wow."
240;1002083,3334;1004083,3334;"That's a face. You hate it that much?"
241;1004166,6667;1005750;"[Yennefer]
Only because I have taste buds."
242;1006166,6667;1008625;"Well, these people were starving
before Nilfgaard."
243;1009375;1012541,6667;"See, most kings only care
about their cocks and their coffers."
244;1013083,3334;1015916,6667;"They look out for their people.
Everybody gets something."
245;1016000;1017166,6667;"The same thing,"
246;1017583,3334;1019833,3334;"which tastes as if someone pissed
in my cup."
247;1021750;1023708,3334;"Sounds to me like you bought in."
248;1025291,6667;1026833,3334;"No. No, it's, uh..."
249;1028333,3334;1029333,3334;"It's just that..."
250;1031750;1033625;"sometimes, boring is better."
251;1035875;1036791,6667;"No, it's not."
252;1041708,3334;1042583,3334;"Come on."
253;1047875;1049708,3334;"[Yennefer]
How long do you see yourself here?"
254;1052916,6667;1055208,3334;"There's a lot of hill left to dig. Why?"
255;1059166,6667;1060750;"Because I may be missing you."
256;1062875;1063916,6667;"[both chuckle]"
257;1064916,6667;1067291,6667;"See, the Yennefer I remember
didn't miss anyone."
258;1067375;1068541,6667;"Yeah, well..."
259;1074958,3334;1076083,3334;"What if..."
260;1078500;1082000;"it's not too late
for what we talked about in the cave?"
261;1083916,6667;1085291,6667;"We could go somewhere with,"
262;1085708,3334;1087416,6667;"I don't know, two types of ale."
263;1088041,6667;1088958,3334;"You could..."
264;1089791,6667;1091000;"play with your rocks,"
265;1092041,6667;1093458,3334;"and I'll work as a mage."
266;1094958,3334;1096333,3334;"You hate monoliths."
267;1096416,6667;1097791,6667;"-Yes, but--
-But what?"
268;1100041,6667;1102166,6667;"I mean, look at you.
You could have anyone."
269;1102666,6667;1103583,3334;"I have."
270;1104625;1106708,3334;"And it was fun to be wanted."
271;1108291,6667;1109750;"The object of desire."
272;1111083,3334;1113083,3334;"After where I came from, I lapped it up."
273;1116166,6667;1120500;"But they all loved the power
that came with my position at court."
274;1123750;1124916,6667;"Not my power."
275;1128000;1129791,6667;"And no one's ever seen that but me?"
276;1143250;1145250;"[sighs deeply]"
277;1161916,6667;1162750;"You know,"
278;1163625;1164625;"I spent..."
279;1165958,3334;1167416,6667;"I spent years..."
280;1168541,6667;1172041,6667;"waiting for this moment where
you realized we're meant for each other."
281;1174500;1177125;"You know, coming up with excuses
to study at Aedirn."
282;1178666,6667;1182333,3334;"Henges, dead languages, anything
to get closer to you again, and...."
283;1184708,3334;1186958,3334;"every request I made was denied."
284;1191458,3334;1192791,6667;"You shut them all down."
285;1196250;1197583,3334;"[sighs]"
286;1197666,6667;1198500;"[scoffs softly]"
287;1201208,3334;1203625;"Stregobor, of all people,
snapped me out of it."
288;1205583,3334;1208583,3334;""Forget about the girl.
Get back to work." And work saved me."
289;1210458,3334;1213208,3334;"Remembered why I loved it.
The beauty, the purity. No..."
290;1215958,3334;1217708,3334;"distractions when I'm in it."
291;1221833,3334;1223583,3334;"You went after the thing you loved."
292;1226208,3334;1227791,6667;"Sorry you chose power."
293;1234000;1235291,6667;"[sighs]"
294;1236666,6667;1237958,3334;"[sniffles]"
295;1241791,6667;1243250;"At least you kept your eyes."
296;1245791,6667;1247333,3334;"[sighs shakily]"
297;1261125;1262125;"His loss."
298;1262625;1263625;"Piss off."
299;1264666,6667;1266958,3334;"Well, I would,
but we don't have much time."
300;1267041,6667;1268208,3334;"Who the fuck are you?"
301;1269833,3334;1271625;"[whispering] I'm Vilgefortz of Roggeveen."
302;1272791,6667;1273791,6667;"Why are you whispering?"
303;1279666,6667;1283666,6667;"Nilfgaard is conscripting mages
like us into their service."
304;1283750;1284916,6667;"Now, since..."
305;1288083,3334;1290041,6667;"Now, since I don't have a letter
of safe conduct,"
306;1290125;1293166,6667;"and yours is probably fake, we should go,"
307;1293791,6667;1295875;"before those lads start asking questions."
308;1295958,3334;1296875;"Go where?"
309;1299333,3334;1300291,6667;"[Vilgefortz] Aretuza."
310;1301750;1303041,6667;"[laughs]"
311;1304000;1305791,6667;"[Vilgefortz] Well, the feeling's mutual."
312;1305875;1307583,3334;"The Chapter thinks you're rash,"
313;1307666,6667;1309750;"unpredictable and dangerous."
314;1310791,6667;1311833,3334;"But right now,"
315;1312541,6667;1315041,6667;"that's exactly what Tissaia and I need."
316;1318458,3334;1319750;"Tissaia asked for me?"
317;1322166,6667;1324666,6667;"She said you're the best student
she ever taught."
318;1356958,3334;1358166,6667;"[Vilgefortz] Let's talk."
319;1358250;1359083,3334;"About what?"
320;1359166,6667;1360041,6667;"Nilfgaard."
321;1360833,3334;1364291,6667;"Their army's camped near Cintra,
and we think they're going to attack."
322;1364375;1365833,3334;"And they won't stop there."
323;1365916,6667;1368000;"We need allies
from the Northern Kingdoms."
324;1368083,3334;1371458,3334;"I'll leave this to the people
who actually give a shit. Where's Tissaia?"
325;1371875;1373041,6667;"[Vilgefortz] Tissaia can wait."
326;1373125;1375708,3334;"Fine, I'll just follow the sound
of crying girls."
327;1375791,6667;1377500;"[Vilgefortz]
She has no idea you're here."
328;1380541,6667;1381916,6667;"You said she asked for me."
329;1382000;1382833,3334;"No."
330;1383500;1386166,6667;"I told you that she said
you were her best student."
331;1386250;1387750;"I'm the one that wants you here."
332;1389000;1391333,3334;"It took five minutes
for the lies to start."
333;1392416,6667;1395875;"Why did I expect anything else
from a place held together by bullshit?"
334;1404041,6667;1407541,6667;"[Tissaia, echoing] Do you know how many
people wouldn't blink if you died?"
335;1412208,3334;1414208,3334;"-[young Yennefer] Let me out!
-[thumping on door]"
336;1414291,6667;1415416,6667;"Let me out!"
337;1421875;1425125;"[Tissaia] Sometimes, the best thing
a flower can do for us is die."
338;1427875;1429666,6667;"[Yennefer] You should've let me die."
339;1429750;1431583,3334;"At least I had control over that."
340;1432541,6667;1435083,3334;"[Tissaia] Mm, that's adorable, piglet."
341;1435958,3334;1437375;"[girls giggling]"
342;1437458,3334;1438916,6667;"[Tissaia] You weren't taking control,"
343;1439875;1441083,3334;"you were losing it."
344;1441958,3334;1444625;"-[echoing] You were losing it.
-What the hell's going on in here?"
345;1446125;1447958,3334;"[girl] We were studying. Botany."
346;1452208,3334;1455875;"If I gave Rectress de Vries  your pitiful
excuse about that pitiful plant,"
347;1456416,6667;1457875;"I'd be gone by nightfall."
348;1461833,3334;1463333,3334;"[scoffs softly]"
349;1463416,6667;1465375;"But fuck that old bag!"
350;1465458,3334;1467291,6667;"[girls laugh hesitantly]"
351;1472000;1473208,3334;"This was my room."
352;1474791,6667;1476416,6667;"Before anyone you know was born."
353;1477416,6667;1478666,6667;"So, you've been to court?"
354;1483958,3334;1484875;"Aedirn."
355;1489375;1490500;"It's very elegant."
356;1491625;1493875;"-Very boring.
-Why are you back, then?"
357;1495958,3334;1497083,3334;"Why am I back?"
358;1524166,6667;1526375;"I bet you hate botany as much as I did."
359;1534541,6667;1537250;"Who wants to know
what those herbs are really good for?"
360;1547708,3334;1549791,6667;"Rhwydwaith carthion."
361;1550791,6667;1553333,3334;"They've taught you
about its healing powers"
362;1553416,6667;1554833,3334;"and fortifying blah, blah, blah."
363;1555291,6667;1558875;"But they leave out 
that if you mix these two together,"
364;1559333,3334;1561541,6667;"you'll see colors like never..."
365;1562750;1563583,3334;"before."
366;1564791,6667;1567041,6667;"Miss tells us never to mix herbs."
367;1569166,6667;1572041,6667;"They tell you that so you have to go
to them for all the answers."
368;1572875;1574208,3334;"A word of advice."
369;1574916,6667;1576791,6667;"Think for yourselves."
370;1578916,6667;1581000;"It'll save you a lifetime of heartbreak."
371;1582500;1583958,3334;"[girl] The ceiling's melting."
372;1584416,6667;1585458,3334;"[Yennefer] No."
373;1585541,6667;1586916,6667;"The herbs are working."
374;1588000;1590125;"-[giggling]
-[girl, echoing] Well, I don't feel..."
375;1590208,3334;1592208,3334;"-What was I saying?
-[laughing]"
376;1593250;1594583,3334;"Gods, you're pretty."
377;1596958,3334;1598166,6667;"Oh, don't worry, Fola."
378;1598250;1599916,6667;"You'll look like that too."
379;1600000;1602000;"Nobody starts off that way."
380;1602083,3334;1605166,6667;"-You want to know a secret?
-Nobody starts off that way."
381;1605250;1606250;"It's overrated."
382;1608041,6667;1609625;"Look, I'm levitating!"
383;1609708,3334;1611166,6667;"[echoing] Levitating, I'm levitating."
384;1611250;1614625;"[Yennefer] Glacella, whatever you lack
in talent, you make up for in confidence."
385;1614708,3334;1617291,6667;"[Fola] She doesn't need confidence.
Her father owns half of Creyden."
386;1617375;1619791,6667;"So he could swap a hundred horses
for her spot here."
387;1620708,3334;1622500;"[giggling]"
388;1624041,6667;1626458,3334;"Your parents paid Aretuza?"
389;1628916,6667;1631791,6667;"The Chapter decided it needed students
from the best families."
390;1633291,6667;1635541,6667;"But you all must have had
a conduit moment?"
391;1636500;1639791,6667;"We shouldn't be mixing herbs.
We shouldn't even be here."
392;1642916,6667;1645666,6667;"You know, if they catch us,
they really will expel us."
393;1645750;1647708,3334;"There are far worse things than expulsion."
394;1650666,6667;1651666,6667;"Like what?"
395;1670541,6667;1672000;"What is this place?"
396;1672083,3334;1673416,6667;"[Yennefer] Aretuza's windmill."
397;1674166,6667;1676666,6667;"Enough bridled chaos
to keep the curtains hung..."
398;1677208,3334;1679875;"and the torches lit,
but that's not what we're here for."
399;1683416,6667;1687000;"-[Glacella] I think we should go.
-[Fola] Wait. I've got so many questions."
400;1688833,3334;1690541,6667;"[Yennefer] You want to know more."
401;1690625;1691458,3334;"[Fola] Yes."
402;1692666,6667;1693500;"Everything."
403;1702583,3334;1704708,3334;"The ability to create life,"
404;1706375;1707541,6667;"real life,"
405;1710791,6667;1712458,3334;"they take that from you."
406;1716666,6667;1718083,3334;"And then send you out,"
407;1719000;1721583,3334;"so the only family,
the only loyalty you have,"
408;1721666,6667;1722666,6667;"is to them."
409;1725083,3334;1726583,3334;"And you'll trade it all for what?"
410;1728375;1729708,3334;"Looks that never change."
411;1730916,6667;1732375;"A court full of idiots."
412;1735958,3334;1737500;"But you don't have to do it."
413;1737916,6667;1739041,6667;"But what if I want to?"
414;1739583,3334;1741958,3334;"-We're leaving. Come on.
-Lesson's not over yet!"
415;1742041,6667;1743916,6667;"Just because you fucked up,
doesn't mean we will."
416;1744000;1745583,3334;"-You?
-Come on."
417;1745666,6667;1747583,3334;"With all the magical talent
of shoe leather?"
418;1749000;1751583,3334;"You'll have a home here forever,
Glacella."
419;1754250;1755375;"Right here."
420;1757166,6667;1759291,6667;"With my sisters who never ascended."
421;1762041,6667;1763833,3334;"[ringing sound]"
422;1763916,6667;1765041,6667;"What's happening?"
423;1770541,6667;1771750;"Anica, is that you?"
424;1773875;1776083,3334;"[young Yennefer]
You turned my friend into a slug."
425;1776166,6667;1777708,3334;"[Tissaia] An eel."
426;1779041,6667;1781291,6667;"Come, push your friend into the pool."
427;1783708,3334;1786500;"[Yennefer] I don't care what you do,
but remember this."
428;1786583,3334;1788500;"Even if you do everything right,"
429;1788583,3334;1790041,6667;"follow their rules,"
430;1790125;1792500;"that's still no guarantee
you'll get what you want."
431;1792583,3334;1793666,6667;"[Tissaia] Enough!"
432;1795125;1796666,6667;"Back to your rooms, girls."
433;1801750;1802875;"[Yennefer sighs]"
434;1804000;1805000;"[scoffs softly]"
435;1808333,3334;1809583,3334;"You ruined one life."
436;1811291,6667;1812291,6667;"Stop there."
437;1821708,3334;1823625;"[Yennefer]
I never even wanted to come back here!"
438;1824625;1827583,3334;"[sighs] Then you failed at that, too."
439;1828250;1829458,3334;"[Yennefer] Look at this place."
440;1830291,6667;1831333,3334;"It's a joke."
441;1832791,6667;1834916,6667;"Letting in girls who can't even do magic!"
442;1835416,6667;1838125;"Sometimes, you have to compromise
in order to survive."
443;1838625;1842041,6667;"You say I never took responsibility
for the way my life turned out."
444;1842125;1842958,3334;"What about you?"
445;1843750;1845708,3334;"[girl] But what's happening?
I don't understand..."
446;1845791,6667;1847041,6667;"[Yennefer] What's going on?"
447;1847125;1848166,6667;"[Tissaia] It's happening."
448;1850625;1851500;"[Yennefer] Triss!"
449;1853833,3334;1854666,6667;"Yennefer."
450;1855625;1858166,6667;"-I tried finding you for years.
-Why are you all here?"
451;1858250;1860541,6667;"An emergency conclave
of the Northern Mages."
452;1861041,6667;1863583,3334;"-Nilfgaard took Marnadal.
-What?"
453;1863666,6667;1865000;"They're attacking Cintra."
454;1866041,6667;1869083,3334;"[Artorius] Going to war against Nilfgaard
is madness."
455;1869166,6667;1870291,6667;"And for Cintra?"
456;1871291,6667;1875458,3334;"They've rejected our mages for decades,
so let's grant them their wish."
457;1875541,6667;1877166,6667;"It's not just about Cintra."
458;1877916,6667;1880750;"Nilfgaard won't be satisfied
until they have the whole Continent."
459;1880833,3334;1884000;"-And how do you know this?
-Because that's the same lie I would tell."
460;1884375;1886458,3334;"I'm the only one here
that's led soldiers into battle."
461;1886541,6667;1888083,3334;"Oh, yes, and don't we know it?"
462;1888166,6667;1889500;"You wear your silly costume"
463;1889583,3334;1891083,3334;"-every chance you get.
-[mages laugh]"
464;1891166,6667;1896333,3334;"All those years swinging his sword around
were years he wasn't serving as a mage."
465;1896416,6667;1899375;"Or killing babies born at an eclipse."
466;1899958,3334;1901833,3334;"[murmuring]"
467;1901916,6667;1906333,3334;"We can stop Nilfgaard, if we act now."
468;1907250;1909583,3334;"The south... well, is the south."
469;1909666,6667;1911666,6667;"It is up to the north to unite."
470;1912041,6667;1915708,3334;"It is time to convince our kings
to send their armies."
471;1915791,6667;1916875;"They could cross the Yaruga,"
472;1917833,3334;1919625;"make it to Sodden by week's end."
473;1919708,3334;1920708,3334;"They could save Cintra."
474;1920791,6667;1922625;"If Cintra falls, who cares?"
475;1922708,3334;1923916,6667;"-[muttering]
-[woman] I care!"
476;1924000;1926083,3334;"Because our kingdoms will be next."
477;1926166,6667;1927375;"[door opens]"
478;1928500;1932458,3334;"Our fight is with Cintra, and only Cintra."
479;1933916,6667;1937166,6667;"In Nilfgaard, we know what it's like
to have corrupt leaders."
480;1937250;1941125;"But under our new leader,
Emperor Emhyr, we've changed."
481;1941958,3334;1943625;"We've strengthened trade."
482;1943708,3334;1944833,3334;"We've funded research."
483;1944916,6667;1946583,3334;"We have torn down walls,"
484;1946666,6667;1949750;"whilst Queen Calanthe has done nothing
but put them up."
485;1949833,3334;1952875;"I am not here to defend Cintra."
486;1953875;1956208,3334;"But I will defend our way of life."
487;1956916,6667;1959166,6667;"The Brotherhood, the Academies,"
488;1959250;1962666,6667;"the order that we have built up
over centuries."
489;1962750;1965125;"You've rejected it all, Fringilla."
490;1965208,3334;1967500;"[Fringilla] Not true. We've modified it."
491;1967583,3334;1969708,3334;"Most of us came from Aretuza
and Ban Ard."
492;1969791,6667;1972208,3334;"We've simply charted a different path,"
493;1972291,6667;1973666,6667;"guided by the White Flame."
494;1974208,3334;1976208,3334;"That makes us cousins, not enemies."
495;1976291,6667;1978416,6667;"You force mages into servitude!"
496;1978500;1981208,3334;"[Fringilla] When in training, yes. 
Like soldiers."
497;1981291,6667;1983041,6667;"We believe in shared sacrifice."
498;1983125;1984958,3334;"[Triss] You also believe
in forbidden magic."
499;1985041,6667;1987166,6667;"Demonology, necromancy, fire magic!"
500;1987250;1990875;"[Fringilla] Forbidden magic is one
of the ghost stories taught to us here."
501;1990958,3334;1993791,6667;"There is no such thing as dark
or light magic."
502;1993875;1994708,3334;"[screaming]"
503;1994791,6667;1997041,6667;"[Fringilla] Nothing in this world is
as simple as that."
