index,season_no,episode_no,episode_name,Character,Text
0,1,1,A Grain of Truth,,"[girl] So, where are you taking me?"
1,1,1,A Grain of Truth,,[boy] It's a surprise.
2,1,1,A Grain of Truth,,[girl] A surprise? What surprise?
3,1,1,A Grain of Truth,,[boy] I got you something.
4,1,1,A Grain of Truth,,Do tell.
5,1,1,A Grain of Truth,,"[boy] Well, if I tell now, it wouldn't be a surprise, would it?"
6,1,1,A Grain of Truth,,"[laughs] You're a very, very naughty boy."
7,1,1,A Grain of Truth,,Stand there. Close your eyes.
8,1,1,A Grain of Truth,,Open.
9,1,1,A Grain of Truth,,A daisy? Not a rose?
10,1,1,A Grain of Truth,,Roses are cliché.
11,1,1,A Grain of Truth,,Daisies are cheap.
12,1,1,A Grain of Truth,,"I can still... kiss you, right?"
13,1,1,A Grain of Truth,,Where did it go?
14,1,1,A Grain of Truth,,What?
15,1,1,A Grain of Truth,,My daisy.
16,1,1,A Grain of Truth,,Thought you didn't want it?
17,1,1,A Grain of Truth,,Ugh!
18,1,1,A Grain of Truth,,[gasps]
19,1,1,A Grain of Truth,,Now it smells of pig shit.
20,1,1,A Grain of Truth,,"You been spying on us, you creep?"
21,1,1,A Grain of Truth,,'Course. Look at her. No one's ever kissed that.
22,1,1,A Grain of Truth,,Could she even stand up straight to do it?
23,1,1,A Grain of Truth,,"Where you going, crooked girl? We can teach you."
24,1,1,A Grain of Truth,,Leave me alone. Stop.
25,1,1,A Grain of Truth,,I heard your father  makes you sleep with pigs.
26,1,1,A Grain of Truth,,Stop.
27,1,1,A Grain of Truth,,Your own family doesn't even want you.
28,1,1,A Grain of Truth,,[gasps]
29,1,1,A Grain of Truth,,[whispering voice]
30,1,1,A Grain of Truth,,[shudders]
31,1,1,A Grain of Truth,,[whispering]
32,1,1,A Grain of Truth,,[gasps]
33,1,1,A Grain of Truth,,[rumbling and whispering continue]
34,1,1,A Grain of Truth,,Who are you?
35,1,1,A Grain of Truth,,Wha-- what is all this?
36,1,1,A Grain of Truth,,Am I dead?
37,1,1,A Grain of Truth,,How did I get here?
38,1,1,A Grain of Truth,,"Well, it looks to me  like you portalled in."
39,1,1,A Grain of Truth,,I what?
40,1,1,A Grain of Truth,,"You know, portalled."
41,1,1,A Grain of Truth,,From wherever you were to here.
42,1,1,A Grain of Truth,,The Tower of the Gull.
43,1,1,A Grain of Truth,,Aretuza.
44,1,1,A Grain of Truth,,"Oh, you're a virgin."
45,1,1,A Grain of Truth,,I'm sorry.
46,1,1,A Grain of Truth,,I'm s-- I'm sorry.
47,1,1,A Grain of Truth,,Your backhand is even more impressive than your magic.
48,1,1,A Grain of Truth,,My what?
49,1,1,A Grain of Truth,,[woman] We're not supposed to be out here...
50,1,1,A Grain of Truth,,[gasps]
51,1,1,A Grain of Truth,,What's wrong?
52,1,1,A Grain of Truth,,"If you could conjure that portal out of thin air, she'll be coming for you."
53,1,1,A Grain of Truth,,She? She who?
54,1,1,A Grain of Truth,,What are you doing?
55,1,1,A Grain of Truth,,[speaking Elder]
56,1,1,A Grain of Truth,,[rumbling]
57,1,1,A Grain of Truth,,What's that?
58,1,1,A Grain of Truth,,It's a-- a different kind of portal.
59,1,1,A Grain of Truth,,One that can't be tracked.
60,1,1,A Grain of Truth,,"See, the one you made  has put a target on your back,"
61,1,1,A Grain of Truth,,but this will take you home.
62,1,1,A Grain of Truth,,"Look, you can trust me."
63,1,1,A Grain of Truth,,What's your name?
64,1,1,A Grain of Truth,,Istredd.
65,1,1,A Grain of Truth,,Wait. What's your--
66,1,1,A Grain of Truth,,[rumbling]
67,1,1,A Grain of Truth,,[sighs]
68,1,1,A Grain of Truth,,[clucking]
69,1,1,A Grain of Truth,,"Get out of there, girl."
70,1,1,A Grain of Truth,,[grunts]
71,1,1,A Grain of Truth,,I-- I can do it.
72,1,1,A Grain of Truth,,[grunts]
73,1,1,A Grain of Truth,,[neighs]
74,1,1,A Grain of Truth,,[groans]
75,1,1,A Grain of Truth,,How much for a pig?
76,1,1,A Grain of Truth,,They'll be at market tomorrow.
77,1,1,A Grain of Truth,,"Well, I'm here today."
78,1,1,A Grain of Truth,,Ten marks.
79,1,1,A Grain of Truth,,How much for this beast?
80,1,1,A Grain of Truth,,Six.
81,1,1,A Grain of Truth,,Four.
82,1,1,A Grain of Truth,,What are you doing?
83,1,1,A Grain of Truth,,Sold. Four marks.
84,1,1,A Grain of Truth,,Are you mad? You can't let them have her.
85,1,1,A Grain of Truth,,"As I said, sold. Four marks."
86,1,1,A Grain of Truth,,The woman's a witch. You know what they will do.
87,1,1,A Grain of Truth,,She's our daughter.
88,1,1,A Grain of Truth,,She's no daughter of mine.
89,1,1,A Grain of Truth,,Mother. [yelps] Please help me.
90,1,1,A Grain of Truth,,[witch] Excellent. I'll be going.
91,1,1,A Grain of Truth,,You can't take me!
92,1,1,A Grain of Truth,,I won't go.
93,1,1,A Grain of Truth,,Let me out!
94,1,1,A Grain of Truth,,Let me out!
95,1,1,A Grain of Truth,,[sobs]
96,1,1,A Grain of Truth,,Four marks.
97,1,1,A Grain of Truth,,[whimpers]
98,1,1,A Grain of Truth,,[screams]
99,1,1,A Grain of Truth,,[sobs]
100,1,1,A Grain of Truth,,[man] Princess!
101,1,1,A Grain of Truth,,Princess Cirilla!
102,1,1,A Grain of Truth,,Princess Cirilla!
103,1,1,A Grain of Truth,,"[second man] Come on! Now, Princess!"
104,1,1,A Grain of Truth,,"You, check down there."
105,1,1,A Grain of Truth,,[horse neighs]
106,1,1,A Grain of Truth,,Princess?
107,1,1,A Grain of Truth,,"Where are you, Princess?"
108,1,1,A Grain of Truth,,Princess Cirilla!
109,1,1,A Grain of Truth,,Moving to the stream.
110,1,1,A Grain of Truth,,"You, keep your eyes open!"
111,1,1,A Grain of Truth,,[horses neigh]
112,1,1,A Grain of Truth,,Princess Cirilla!
113,1,1,A Grain of Truth,,[gasps]
114,1,1,A Grain of Truth,,Who's there?
115,1,1,A Grain of Truth,,Stop right there.
116,1,1,A Grain of Truth,,You mean they're poison?
117,1,1,A Grain of Truth,,[squeaking]
118,1,1,A Grain of Truth,,"Oh, uh... no, thank you."
119,1,1,A Grain of Truth,,I don't eat rat.
120,1,1,A Grain of Truth,,[sighs]
121,1,1,A Grain of Truth,,Wait.
122,1,1,A Grain of Truth,,Wh-Where in Cintra did you live?
123,1,1,A Grain of Truth,,Where are your parents?
124,1,1,A Grain of Truth,,Why don't you talk?
125,1,1,A Grain of Truth,,I haven't spoken to anybody in three days.
126,1,1,A Grain of Truth,,I guess...
127,1,1,A Grain of Truth,,I'm on the run.
128,1,1,A Grain of Truth,,"I'm supposed to be going towards someone,"
129,1,1,A Grain of Truth,,"but instead,  I'm running from someone else."
130,1,1,A Grain of Truth,,He has this...
131,1,1,A Grain of Truth,,this big bird on his head.
132,1,1,A Grain of Truth,,I don't know what he wants from me.
133,1,1,A Grain of Truth,,We should smother the fire.
134,1,1,A Grain of Truth,,I can't be caught by him.
135,1,1,A Grain of Truth,,I can't.
136,1,1,A Grain of Truth,,[shivers]
137,1,1,A Grain of Truth,,[tapping]
138,1,1,A Grain of Truth,,[murmuring voices]
139,1,1,A Grain of Truth,,"Look, it's the Cintran flag. Come on, we're saved."
140,1,1,A Grain of Truth,,Rat Boy?
141,1,1,A Grain of Truth,,[lute plays]
142,1,1,A Grain of Truth,,[man] ♪ You think you're safe ♪
143,1,1,A Grain of Truth,,♪ Without a care ♪
144,1,1,A Grain of Truth,,♪ But here in Posada ♪
145,1,1,A Grain of Truth,,♪ You'd be wise to beware ♪
146,1,1,A Grain of Truth,,♪ The pike with the spike ♪
147,1,1,A Grain of Truth,,♪ That lurks in your drawers ♪
148,1,1,A Grain of Truth,,♪ Or the flying drake ♪
149,1,1,A Grain of Truth,,♪ That will fill you with horror ♪
150,1,1,A Grain of Truth,,♪ Need old Nan the Hag ♪
151,1,1,A Grain of Truth,,♪ To stir up a potion ♪
152,1,1,A Grain of Truth,,♪ So that your lady ♪
153,1,1,A Grain of Truth,,♪ May get an abortion ♪
154,1,1,A Grain of Truth,,Abort yourself!
155,1,1,A Grain of Truth,,"Oh, oi!"
156,1,1,A Grain of Truth,,Stop! Fuck off!
