index,season_no,episode_no,episode_name,Character,Text
0,1,1,A Grain of Truth,,[whispering voices overlapping]
1,1,1,A Grain of Truth,,Ciri. Ciri...
2,1,1,A Grain of Truth,,[thumping]
3,1,1,A Grain of Truth,,[voice whispering]
4,1,1,A Grain of Truth,,[voices continue whispering softly]
5,1,1,A Grain of Truth,,[whispering growing in intensity]
6,1,1,A Grain of Truth,,[gasps]
7,1,1,A Grain of Truth,,[wings fluttering]
8,1,1,A Grain of Truth,,[birdsong]
9,1,1,A Grain of Truth,,[twig cracks]
10,1,1,A Grain of Truth,,[rustling]
11,1,1,A Grain of Truth,,Dara?
12,1,1,A Grain of Truth,,[twig cracks]
13,1,1,A Grain of Truth,,[gasps]
14,1,1,A Grain of Truth,,[all grunt]
15,1,1,A Grain of Truth,,Please...
16,1,1,A Grain of Truth,,don't hurt me.
17,1,1,A Grain of Truth,,[in Elder] Keep your aim true.
18,1,1,A Grain of Truth,,I'm lost.
19,1,1,A Grain of Truth,,I don't know... how I got here.
20,1,1,A Grain of Truth,,Please.
21,1,1,A Grain of Truth,,"[in Elder] If she runs, kill her."
22,1,1,A Grain of Truth,,Where are you taking me?
23,1,1,A Grain of Truth,,I need to find Dara. Please!
24,1,1,A Grain of Truth,,What is your name?
25,1,1,A Grain of Truth,,Fiona.
26,1,1,A Grain of Truth,,Where am I? How did I get--
27,1,1,A Grain of Truth,,You are in Brokilon Forest.
28,1,1,A Grain of Truth,,Follow me.
29,1,1,A Grain of Truth,,"I tell you no lie,"
30,1,1,A Grain of Truth,,"it swallowed the whole village, it did."
31,1,1,A Grain of Truth,,[people gasp and murmur]
32,1,1,A Grain of Truth,,Not a bone to be found!
33,1,1,A Grain of Truth,,"Oh, don't give me that look, shitling."
34,1,1,A Grain of Truth,,That's why we had to call him...
35,1,1,A Grain of Truth,,The White Wolf!
36,1,1,A Grain of Truth,,And he stood in the middle of that frozen lake
37,1,1,A Grain of Truth,,like he knew it was coming for him.
38,1,1,A Grain of Truth,,The ice cracked open
39,1,1,A Grain of Truth,,and a selkiemore shot out!
40,1,1,A Grain of Truth,,"Oh, you've never seen one,"
41,1,1,A Grain of Truth,,but it'd take down a ship with its cavernous mouth
42,1,1,A Grain of Truth,,full of devil's teeth!
43,1,1,A Grain of Truth,,[gasping]
44,1,1,A Grain of Truth,,And it... swallowed...
45,1,1,A Grain of Truth,,that witcher...
46,1,1,A Grain of Truth,,whole!
47,1,1,A Grain of Truth,,"Oh, this is brilliant!"
48,1,1,A Grain of Truth,,"Oh, sorry. It's just Geralt's usually so stingy with the details."
49,1,1,A Grain of Truth,,Uh... and then what happened?
50,1,1,A Grain of Truth,,He died.
51,1,1,A Grain of Truth,,[all gasp]
52,1,1,A Grain of Truth,,Eh... He's fine.
53,1,1,A Grain of Truth,,"Look, I was there."
54,1,1,A Grain of Truth,,I saw it with my own--
55,1,1,A Grain of Truth,,[crash]
56,1,1,A Grain of Truth,,See?
57,1,1,A Grain of Truth,,[gasping]
58,1,1,A Grain of Truth,,[chuckling]
59,1,1,A Grain of Truth,,Oh...
60,1,1,A Grain of Truth,,What's that stench?
61,1,1,A Grain of Truth,,Selkiemore guts.
62,1,1,A Grain of Truth,,[man] Ugh!
63,1,1,A Grain of Truth,,Had to get it from the inside. I'll take what I'm owed.
64,1,1,A Grain of Truth,,♪ Toss a coin to your witcher ♪
65,1,1,A Grain of Truth,,"♪ O, Valley of Plenty ♪"
66,1,1,A Grain of Truth,,♪ Whoa ♪
67,1,1,A Grain of Truth,,[all] ♪ Toss a coin to your witcher ♪
68,1,1,A Grain of Truth,,♪ A friend of humanity ♪
69,1,1,A Grain of Truth,,Yikes.
70,1,1,A Grain of Truth,,[cheering]
71,1,1,A Grain of Truth,,Thank you!
72,1,1,A Grain of Truth,,You're welcome.
73,1,1,A Grain of Truth,,"And now, Witcher, it's time to repay your debt."
74,1,1,A Grain of Truth,,"What debt?"" you're probably asking "
76,1,1,A Grain of Truth,,"Well, I'll tell you."
77,1,1,A Grain of Truth,,"I've made you famous, Witcher."
78,1,1,A Grain of Truth,,"By rights, I should be claiming ten percent of all your coin,"
79,1,1,A Grain of Truth,,"but instead,  what I'm asking for is a teeny,"
80,1,1,A Grain of Truth,,teeny-weeny little favor.
81,1,1,A Grain of Truth,,"Fuck off, bard."
82,1,1,A Grain of Truth,,"For one measly night of service,"
83,1,1,A Grain of Truth,,you will gain a cornucopia of earthly delights.
84,1,1,A Grain of Truth,,The greatest masters of the culinary arts
85,1,1,A Grain of Truth,,crafting morsels worthy of the gods.
86,1,1,A Grain of Truth,,Maidens that would make the sun itself blush
87,1,1,A Grain of Truth,,with a single comely smile.
88,1,1,A Grain of Truth,,And rivers of the sweetest of drinks from the rarest of--
89,1,1,A Grain of Truth,,Fuck!
90,1,1,A Grain of Truth,,"Food, women and wine, Geralt!"
91,1,1,A Grain of Truth,,[grunts]
92,1,1,A Grain of Truth,,"Now, now, stop your boorish grunts of protest."
93,1,1,A Grain of Truth,,It is one night bodyguarding your very best friend in the whole wide world.
94,1,1,A Grain of Truth,,How hard could it be?
95,1,1,A Grain of Truth,,I'm not your friend.
96,1,1,A Grain of Truth,,"Oh. Oh, really?"
97,1,1,A Grain of Truth,,"Oh, you usually just let strangers rub chamomile onto your lovely bottom?"
98,1,1,A Grain of Truth,,"Yeah, well, yeah, exactly. That's what I thought."
99,1,1,A Grain of Truth,,"Every lord, knight and twopenny king worth his salt"
100,1,1,A Grain of Truth,,will be at this betrothal.
101,1,1,A Grain of Truth,,The Lioness of Cintra herself will sing the praises
102,1,1,A Grain of Truth,,of Jaskier's triumphant performance!
103,1,1,A Grain of Truth,,How many of these lords want to kill you?
104,1,1,A Grain of Truth,,Hard to say. One stops keeping count after a while.
105,1,1,A Grain of Truth,,"Wives, concubines, mothers sometimes."
106,1,1,A Grain of Truth,,"Ooh, yeah, that face!"
107,1,1,A Grain of Truth,,Ooh!
108,1,1,A Grain of Truth,,Scary face!
109,1,1,A Grain of Truth,,No lord in his right mind will come close
110,1,1,A Grain of Truth,,if you're standing next to me with a puss like that.
111,1,1,A Grain of Truth,,"Ooh, on second thoughts..."
112,1,1,A Grain of Truth,,might want to lay off the Cintran ale.
113,1,1,A Grain of Truth,,[groans]
114,1,1,A Grain of Truth,,A clear head would be best.
115,1,1,A Grain of Truth,,I will not suffer tonight sober
116,1,1,A Grain of Truth,,just because you hid your sausage in the wrong royal pantry.
