index;season_no;episode_no;episode_name;Character;Text
273;1;1;A Grain of Truth;Stregobor;There's your rhyme.
274;1;1;A Grain of Truth;Stregobor;Killing Renfri is...
275;1;1;A Grain of Truth;Stregobor;the lesser evil.
276;1;1;A Grain of Truth;Geralt;Evil is evil, Stregobor.
277;1;1;A Grain of Truth;Geralt;Lesser, greater,
278;1;1;A Grain of Truth;Geralt;middling...
279;1;1;A Grain of Truth;Geralt;it's all the same.
280;1;1;A Grain of Truth;Geralt;I'm not judging you.
281;1;1;A Grain of Truth;Geralt;I haven't only done good in my life either.
282;1;1;A Grain of Truth;Geralt;But now,
283;1;1;A Grain of Truth;Geralt;if I have to choose between one evil and another,
284;1;1;A Grain of Truth;Geralt;then I prefer not to choose at all.
285;1;1;A Grain of Truth;;[laughter]
286;1;1;A Grain of Truth;;[folk music playing]
287;1;1;A Grain of Truth;Eist;These shindigs need a touch of the old abracadabra.
288;1;1;A Grain of Truth;Mousesack;At your service, Your Majesty.
289;1;1;A Grain of Truth;Mousesack;Tricks and illusions to delight.
290;1;1;A Grain of Truth;Calanthe;He means to pull a disappearing act. don't you?
291;1;1;A Grain of Truth;Eist;No.
292;1;1;A Grain of Truth;Calanthe;Hm.
293;1;1;A Grain of Truth;Eist;I saw the Wraiths of Morhogg over the channel this morning.
294;1;1;A Grain of Truth;Calanthe;Yes, you mentioned.
295;1;1;A Grain of Truth;Ciri;Who?
296;1;1;A Grain of Truth;Eist;No good will come of it.
297;1;1;A Grain of Truth;Calanthe;They're an omen of war.
298;1;1;A Grain of Truth;Calanthe;The North has been at war since Nilfgaard took Ebbing.
299;1;1;A Grain of Truth;Calanthe;If legend is true, the Wild Hunt's years behind the curve.
300;1;1;A Grain of Truth;Eist;The Nilfgaardian force crossed the Amell Pass.
301;1;1;A Grain of Truth;Calanthe;Headed to Sodden, if they're smart.
302;1;1;A Grain of Truth;Calanthe;And if not, 50 of your Skelligen ships are on the way.
303;1;1;A Grain of Truth;Calanthe;We have more knights. We are prepared in case--
304;1;1;A Grain of Truth;Ciri;Prepared for what?
305;1;1;A Grain of Truth;Calanthe;Nothing for you to be concerned about.
306;1;1;A Grain of Truth;Ciri;Your dismissive tone says it is.
307;1;1;A Grain of Truth;Eist;We're talking of war, girl.
308;1;1;A Grain of Truth;Ciri;With Nilfgaard?
309;1;1;A Grain of Truth;Ciri;Why?
310;1;1;A Grain of Truth;Calanthe;Eist!
311;1;1;A Grain of Truth;Eist;Should we fall to Nilfgaard, your granddaughter will rule.
312;1;1;A Grain of Truth;Eist;She needs to understand the way of things.
313;1;1;A Grain of Truth;Calanthe;We will not fall, because we are not under attack!
314;1;1;A Grain of Truth;Calanthe;She's a child.
315;1;1;A Grain of Truth;Ciri;You won your first battle in Hochebuz when you were my age.
316;1;1;A Grain of Truth;Ciri;I've heard the ballad.
317;1;1;A Grain of Truth;Eist;Pretty ballads hide bastard truths.
318;1;1;A Grain of Truth;Ciri;It's a catchy song.
319;1;1;A Grain of Truth;Calanthe;Three thousand of my men died.
320;1;1;A Grain of Truth;Calanthe;If we must do this now,
321;1;1;A Grain of Truth;Calanthe;here is your first lesson.
322;1;1;A Grain of Truth;Calanthe;As in life, it is impossible always to be fully prepared for battle.
323;1;1;A Grain of Truth;Calanthe;Keep your sword close...
324;1;1;A Grain of Truth;Calanthe;and keep moving.
325;1;1;A Grain of Truth;;[song ends]
326;1;1;A Grain of Truth;;[cheering]
327;1;1;A Grain of Truth;martin's father;Your Majesty... Your Majesty.
328;1;1;A Grain of Truth;martin's father;Thank you for allowing our company at this splendid affair.
329;1;1;A Grain of Truth;martin;Your Majesties. Your Highness.
330;1;1;A Grain of Truth;martin;Would you honor me with a dance?
331;1;1;A Grain of Truth;Ciri;Uh... Martin--
332;1;1;A Grain of Truth;Calanthe;She'd love to.
333;1;1;A Grain of Truth;Eist;Reminds me of your daughter's betrothal feast.
334;1;1;A Grain of Truth;Eist;The night you finally saw sense, said yes.
335;1;1;A Grain of Truth;Eist;Made me the happiest man on the Continent.
336;1;1;A Grain of Truth;Calanthe;I did it to save my kingdom.
337;1;1;A Grain of Truth;Calanthe;And, no,
338;1;1;A Grain of Truth;Calanthe;you may not leave this shindig.
339;1;1;A Grain of Truth;Danek;[whispers] Your Majesty, my scouts have returned.
340;1;1;A Grain of Truth;Danek;Nilfgaard is on its way to Cintra.
341;1;1;A Grain of Truth;Calanthe;[Queen] I stand corrected.
342;1;1;A Grain of Truth;Calanthe;They're here.
343;1;1;A Grain of Truth;Calanthe;They're already here.
344;1;1;A Grain of Truth;Eist;So much for being smart.
345;1;1;A Grain of Truth;Eist;You should tell the girl.
346;1;1;A Grain of Truth;Calanthe;[Queen] Let her enjoy this night in peace.
347;1;1;A Grain of Truth;Calanthe;It may be her last for a while.
348;1;1;A Grain of Truth;;[cheering]
349;1;1;A Grain of Truth;;[Roach neighing]
350;1;1;A Grain of Truth;;[birdsong]
351;1;1;A Grain of Truth;;[twigs cracking]
352;1;1;A Grain of Truth;Renfri;The girl this morning,
353;1;1;A Grain of Truth;Renfri;she took you to see Stregobor, didn't she?
354;1;1;A Grain of Truth;Geralt;I know who you are, Renfri.
355;1;1;A Grain of Truth;Renfri;You know that I want to kill Stregobor, then.
356;1;1;A Grain of Truth;Renfri;I used to be a princess. Did he tell you that?
357;1;1;A Grain of Truth;Renfri;Until he sent a thug into the woods to kill me.
358;1;1;A Grain of Truth;Geralt;You killed him.
359;1;1;A Grain of Truth;Renfri;With my mother's brooch.
360;1;1;A Grain of Truth;;[sighs]
361;1;1;A Grain of Truth;Renfri;Stregobor's man raped me...
362;1;1;A Grain of Truth;Renfri;robbed me and let me go.
363;1;1;A Grain of Truth;Renfri;No more princess.
364;1;1;A Grain of Truth;Renfri;I had to survive.
365;1;1;A Grain of Truth;Renfri;I stole rather than starve.
366;1;1;A Grain of Truth;Renfri;I killed rather than be killed.
367;1;1;A Grain of Truth;Renfri;Nohorn and the others saved me.
368;1;1;A Grain of Truth;Renfri;And they'll be by my side at the market as I get my revenge.
369;1;1;A Grain of Truth;Renfri;Lilit help me, I will take down anyone in my way.
370;1;1;A Grain of Truth;Renfri;Unless...
371;1;1;A Grain of Truth;Renfri;destiny intervenes.
372;1;1;A Grain of Truth;Geralt;You want me to kill Stregobor for you.
373;1;1;A Grain of Truth;Renfri;It's the lesser evil.
374;1;1;A Grain of Truth;Geralt;So I keep getting told.
375;1;1;A Grain of Truth;Renfri;Stregobor asked you to kill me too.
376;1;1;A Grain of Truth;Renfri;'Cause I was a girl born during an eclipse?
377;1;1;A Grain of Truth;Renfri;I could've become so many things.
378;1;1;A Grain of Truth;Renfri;Queen Calanthe of Cintra,
379;1;1;A Grain of Truth;Renfri;she just won her first battle at Hochebuz.
380;1;1;A Grain of Truth;Renfri;But here I am trying to convince you I'm not--
381;1;1;A Grain of Truth;Geralt;A monster.
382;1;1;A Grain of Truth;Geralt;Are you?
383;1;1;A Grain of Truth;Renfri;How am I to know?
384;1;1;A Grain of Truth;Renfri;When I cut my finger, I bleed. That's human, right?
385;1;1;A Grain of Truth;Renfri;When I overeat, my stomach aches.
386;1;1;A Grain of Truth;Renfri;When I'm happy, I laugh.
387;1;1;A Grain of Truth;Renfri;When I'm upset, I swear. And when I hate someone...
388;1;1;A Grain of Truth;Renfri;for stealing my whole life from me, I kill him.
389;1;1;A Grain of Truth;Geralt;Hm.
390;1;1;A Grain of Truth;Renfri;People call you a monster too.
391;1;1;A Grain of Truth;Geralt;A mutant.
392;1;1;A Grain of Truth;Renfri;What if they come after you?
393;1;1;A Grain of Truth;Renfri;Attack you?
394;1;1;A Grain of Truth;Geralt;They have.
395;1;1;A Grain of Truth;Renfri;Why not kill them?
396;1;1;A Grain of Truth;Geralt;Because then...
397;1;1;A Grain of Truth;Geralt;I am what they say I am.
398;1;1;A Grain of Truth;Renfri;If I tell you, Witcher,
399;1;1;A Grain of Truth;Renfri;that I can neither forgive Stregobor nor renounce my revenge,
400;1;1;A Grain of Truth;Renfri;is that it?
401;1;1;A Grain of Truth;Renfri;I admit I'm a monster?
402;1;1;A Grain of Truth;Geralt;Yes.
403;1;1;A Grain of Truth;Geralt;Or...
404;1;1;A Grain of Truth;Geralt;you can leave Blaviken...
405;1;1;A Grain of Truth;Geralt;and finally live.
406;1;1;A Grain of Truth;Geralt;You choose, Princess.
407;1;1;A Grain of Truth;;[Roach snorts]
408;1;1;A Grain of Truth;;[wind whistling]
409;1;1;A Grain of Truth;;[neighing]
410;1;1;A Grain of Truth;;[man yells] Keep it steady!
411;1;1;A Grain of Truth;;[man yells] Steady!
412;1;1;A Grain of Truth;;[snorts]
413;1;1;A Grain of Truth;;[man yells] Stand by!
414;1;1;A Grain of Truth;;[neighing uneasily]
415;1;1;A Grain of Truth;;[thunder of hooves]
416;1;1;A Grain of Truth;;[all yelling]
417;1;1;A Grain of Truth;;[man yells] Hold...
418;1;1;A Grain of Truth;Calanthe;[Calanthe] Charge!
419;1;1;A Grain of Truth;Ciri;Not fair that I'm trapped here.
420;1;1;A Grain of Truth;Mousesack;I could magically put you to sleep, Princess.
421;1;1;A Grain of Truth;Mousesack;Just an idea.
