index,season_no,episode_no,episode_name,Character,Text
0,1,1,A Grain of Truth,,"[man] Where would you be headin', little thief?"
1,1,1,A Grain of Truth,,"[Geralt] I will take her, protect her,"
2,1,1,A Grain of Truth,,"and bring her back unharmed, I promise you that."
3,1,1,A Grain of Truth,,[horse nickers]
4,1,1,A Grain of Truth,,[grunts]
5,1,1,A Grain of Truth,,[Roach whinnies]
6,1,1,A Grain of Truth,,Ill winds follow grave robbers.
7,1,1,A Grain of Truth,,"If I was a robber, I'd be taking their belongings, Butcher."
8,1,1,A Grain of Truth,,"If I was a butcher, you'd be amongst the corpses."
9,1,1,A Grain of Truth,,I was goin' home to my family when I came upon these poor souls.
10,1,1,A Grain of Truth,,Cintran refugees. Dead at least a week.
11,1,1,A Grain of Truth,,Now they're a feast for the crows.
12,1,1,A Grain of Truth,,They're not crows.
13,1,1,A Grain of Truth,,[flies buzzing]
14,1,1,A Grain of Truth,,[man] Wolves?
15,1,1,A Grain of Truth,,No.
16,1,1,A Grain of Truth,,"With the hands of two, I could move quicker."
17,1,1,A Grain of Truth,,The only thing you should do quickly is flee.
18,1,1,A Grain of Truth,,[grunts]
19,1,1,A Grain of Truth,,"[Geralt] Come on, Roach, back to Kaer Morhen."
20,1,1,A Grain of Truth,,[man] Don't leave!
21,1,1,A Grain of Truth,,Look at these people.
22,1,1,A Grain of Truth,,"Innocent people, killed for what?"
23,1,1,A Grain of Truth,,So Nilfgaard can have more land?
24,1,1,A Grain of Truth,,[grunts]
25,1,1,A Grain of Truth,,We owe it to 'em to do better.
26,1,1,A Grain of Truth,,I'm not better.
27,1,1,A Grain of Truth,,[grunts]
28,1,1,A Grain of Truth,,[sighs]
29,1,1,A Grain of Truth,,[hissing]
30,1,1,A Grain of Truth,,[yelling]
31,1,1,A Grain of Truth,,[screaming]
32,1,1,A Grain of Truth,,[sword slashes]
33,1,1,A Grain of Truth,,[creature snarls]
34,1,1,A Grain of Truth,,[panting]
35,1,1,A Grain of Truth,,Go home.
36,1,1,A Grain of Truth,,I can help.
37,1,1,A Grain of Truth,,One bite will kill you.
38,1,1,A Grain of Truth,,Or you.
39,1,1,A Grain of Truth,,Go... home!
40,1,1,A Grain of Truth,,All right... [grunting]
41,1,1,A Grain of Truth,,[flies buzzing]
42,1,1,A Grain of Truth,,[exhales]
43,1,1,A Grain of Truth,,[buzzing intensifies]
44,1,1,A Grain of Truth,,[screeching and growling]
45,1,1,A Grain of Truth,,[rumbling]
46,1,1,A Grain of Truth,,[snarling]
47,1,1,A Grain of Truth,,[snarls]
