Number;Start time in milliseconds;End time in milliseconds;"Text"
501;1596458,3334;1597750;"Wait, no, no, no, no, no!"
502;1599916,6667;1601208,3334;"[snarling]"
503;1602291,6667;1603125;"[yells]"
504;1617708,3334;1620166,6667;"[Yarpen]
Mind the scree fallin', hear me?"
505;1620250;1622541,6667;"Can get a bit rocky round here
if it's windy."
506;1623250;1624125;"Which..."
507;1625000;1626000;"it is."
508;1627916,6667;1629208,3334;"[wind whistling]"
509;1632000;1632875;"We're here."
510;1633583,3334;1636666,6667;"Yeah, you're right, this is a shortcut...
to death."
511;1636750;1638583,3334;"You wanna beat those Reavers or not?"
512;1638666,6667;1640833,3334;"-We should turn back.
-No."
513;1641916,6667;1643916,6667;"-We're very close.
-How can you possibly know that?"
514;1644000;1645250;"'Tis a perfectly fine route."
515;1645333,3334;1646500;"-For a dwarf.
-Aah!"
516;1647000;1648750;"Stifle your mewlin'. You'll manage."
517;1650916,6667;1652375;"As long as you don't look down."
518;1652458,3334;1654416,6667;"-[groans]
-[laughs]"
519;1654500;1655500;"[sighs]"
520;1656958,3334;1659833,3334;"-[Yarpen] See ya on the other side!
-[Jaskier] Yeah, yeah, yes."
521;1662750;1664666,6667;"-Uh...
-[Yarpen shouts]"
522;1664750;1666208,3334;"Uh, ladies first?"
523;1666291,6667;1668000;"Ah! All right. Yep."
524;1668875;1670958,3334;"Come on, Jask. You've got this."
525;1671458,3334;1673458,3334;"-You've got this.
-[Yarpen] Come on!"
526;1675041,6667;1676458,3334;"[Yennefer grunts]"
527;1677375;1678208,3334;"[Yarpen] Careful!"
528;1680791,6667;1681916,6667;"Oh, whoa!"
529;1682000;1683708,3334;"Oh, fuck! Oh..."
530;1686375;1688166,6667;"Oh, that is not a good sign."
531;1688250;1689958,3334;"That is not a good sign."
532;1691250;1692625;"[Yarpen shouts]"
533;1694083,3334;1696083,3334;"[wood creaking]"
534;1727500;1728625;"[Jaskier] Phew!"
535;1733416,6667;1734708,3334;"[creaking]"
536;1735958,3334;1737458,3334;"-[Véa screams]
-[Borch groans]"
537;1738000;1739875;"-[yells]
-[Geralt] Okay..."
538;1743166,6667;1744291,6667;"-[gasps]
-[strains]"
539;1744375;1746333,3334;"-Geralt!
-Get back!"
540;1749000;1751750;"Sir Witcher, you will save us yet."
541;1752541,6667;1754375;"But first, you must let go."
542;1754958,3334;1755875;"No."
543;1757000;1758375;"[creaking]"
544;1758458,3334;1759625;"-[grunts]
-[Yennefer gasps]"
545;1759708,3334;1762333,3334;"-Geralt! The planks won't hold!
-[panting]"
546;1764083,3334;1765083,3334;"Thank you."
547;1766125;1767291,6667;"[grunts] No!"
548;1775541,6667;1776708,3334;"[gasps]"
549;1828500;1829666,6667;"[Jaskier] You did your best."
550;1831500;1833208,3334;"There's nothing else you could have done."
551;1834708,3334;1836208,3334;"[wind whistling]"
552;1840125;1841875;"Look, why don't we leave tomorrow?"
553;1843541,6667;1846625;"That is, if you'll give me another chance
to prove myself a..."
554;1846708,3334;1848250;"worthy travel companion."
555;1848875;1849916,6667;"[Geralt] Hm."
556;1851458,3334;1852875;"We could head to the coast."
557;1854000;1855125;"Get away for a while."
558;1859166,6667;1861458,3334;"Sounds like something Borch would say,
doesn't it?"
559;1863583,3334;1864583,3334;"Life is too short."
560;1867208,3334;1868375;"Do what pleases you..."
561;1870166,6667;1871166,6667;"while you can."
562;1873125;1874875;"[Geralt] Composing your next song?"
563;1877041,6667;1878583,3334;"[Jaskier] No, I'm just, uh..."
564;1881291,6667;1883291,6667;"Just trying to work out what pleases me."
565;1899916,6667;1901208,3334;"[sighs]"
566;1906083,3334;1906958,3334;"Hm."
567;1907791,6667;1909291,6667;"So simple."
568;1914666,6667;1916416,6667;"-Do  you like it?
-[sighs]"
569;1920375;1921583,3334;"[sighs]"
570;1930208,3334;1931708,3334;"Is this not what you came for?"
571;1935208,3334;1936500;"I came for you."
572;1941833,3334;1944291,6667;"I was afraid
that mountain would take you from me,"
573;1945625;1947916,6667;"but now I fear
it took your senses instead."
574;1948541,6667;1949833,3334;"Only my nonsense."
575;1951833,3334;1953416,6667;"I quite like your nonsense."
576;1958375;1959583,3334;"[sighing] Hm..."
577;1961416,6667;1962625;"That scent."
578;1965416,6667;1968000;"The moment I dread most
every time you leave..."
579;1970541,6667;1971833,3334;"is when it fades."
580;1973500;1974875;"[sighs]"
581;1977416,6667;1978750;"When you're really gone."
582;1981416,6667;1982583,3334;"You left first."
583;1983791,6667;1984666,6667;"In Rinde."
584;1986750;1989375;"I woke up in that destroyed house
and you were gone."
585;1995375;1996375;"Forgive me."
586;2048166,6667;2049208,3334;"Do you hurt?"
587;2050041,6667;2051500;"I don't mean physical pain."
588;2053125;2055333,3334;"They say
witchers can't feel human emotion."
589;2058208,3334;2061250;"They say whatever justifies
despising our kind."
590;2061708,3334;2062708,3334;"Huh."
591;2063833,3334;2065041,6667;"Do you regret it?"
592;2066041,6667;2067083,3334;"Becoming a witcher?"
593;2068375;2069541,6667;"[sighs]"
594;2070583,3334;2073166,6667;"It's hard to regret something
you didn't choose."
595;2074208,3334;2075875;"But if the choice had been yours,"
596;2077666,6667;2079375;"what would you have done instead?"
597;2081250;2082250;"A farmer?"
598;2084958,3334;2085916,6667;"A stableman?"
599;2086000;2087541,6667;"[both chuckle]"
600;2088583,3334;2090458,3334;"-Horses are good company.
-[laughs]"
601;2092083,3334;2094500;"But if I ever dreamed
of being something..."
602;2096250;2098666,6667;"other... than what I am..."
603;2102333,3334;2104125;"it was too long ago to remember."
604;2106250;2107750;"Did you dream of being a mage?"
605;2110208,3334;2112250;"I didn't have much of a choice either."
606;2114083,3334;2115583,3334;"[sighs]"
607;2118583,3334;2120416,6667;"Did you always want to become a mother?"
608;2125875;2127291,6667;"I dreamed..."
609;2129041,6667;2131375;"of becoming important to someone."
610;2132791,6667;2133833,3334;"Someday."
611;2135000;2136000;"Hm."
612;2138416,6667;2139416,6667;"Do I bore you?"
613;2141416,6667;2143125;"[chuckles] Not at all."
614;2143875;2145083,3334;"[laughs]"
615;2146125;2147208,3334;"Before we met,"
616;2148125;2149250;"the days were calm..."
617;2150708,3334;2152250;"and the nights were restless."
618;2154708,3334;2156500;"But now... [sighs]"
619;2160583,3334;2162541,6667;"you're important to me."
620;2243166,6667;2244166,6667;"Good morning."
621;2251708,3334;2252833,3334;"Hm."
622;2255500;2257166,6667;"-[bird calling]
-[wind whistling]"
623;2257250;2260916,6667;"At a quick pace, we can make it back
to the Pensive Dragon before sundown."
624;2261666,6667;2263916,6667;"What are you talking about?
We're almost at the top."
625;2267291,6667;2269166,6667;"I came here for a reason, Geralt."
626;2269750;2271708,3334;"I'm not leaving
till I've killed that dragon."
627;2271791,6667;2273458,3334;"Yen, no!"
628;2274166,6667;2276541,6667;"-What will it solve?
-It will solve everything."
629;2278833,3334;2279666,6667;"Wait."
630;2284166,6667;2285875;"Where are those fucking dwarfs?"
631;2288416,6667;2289250;"Yen!"
632;2302875;2304541,6667;"[yelps]"
633;2305500;2306958,3334;"[whimpers]"
634;2308916,6667;2310458,3334;"[breathing shakily]"
635;2315041,6667;2315916,6667;"Don't scream."
636;2318333,3334;2320000;"I understand why you're afraid."
637;2323750;2326958,3334;"If there had been any other way
to extract you, I'd have done it."
638;2331958,3334;2334458,3334;"It was never my intention
to torment you, Princess."
639;2336000;2337000;"All I want..."
640;2338416,6667;2342000;"all I've ever wanted is
to help you fulfill your destiny."
641;2343208,3334;2345416,6667;"The White Flame has brought us together."
642;2347625;2349625;"You are the key to everything, Cirilla."
643;2357833,3334;2358958,3334;"You must be starving."
644;2361458,3334;2363125;"I'll get you something to eat."
645;2373916,6667;2375916,6667;"[crackling]"
646;2376000;2378083,3334;"[rumbling]"
647;2393750;2395125;"What have you done?"
648;2395208,3334;2396500;"You lied to us."
649;2397208,3334;2399083,3334;"You didn't tell us what she is."
650;2399166,6667;2400625;"What she's capable of."
651;2401666,6667;2403375;"You fucking fool!"
652;2406291,6667;2408916,6667;"[grunting]"
653;2415708,3334;2417750;"[panting] Uh-uh!"
654;2417833,3334;2419208,3334;"We know all your tricks."
655;2419833,3334;2420958,3334;"[yells]"
656;2423916,6667;2425125;"[yells]"
657;2437250;2440083,3334;"Do you really believe all this nonsense
in your head?"
658;2440166,6667;2441791,6667;"-This prophecy?
-[groans]"
659;2441875;2443250;"We think you're insane!"
660;2443333,3334;2444458,3334;"[yells]"
661;2447666,6667;2448958,3334;"[grunting]"
662;2450666,6667;2452208,3334;"[yelling]"
663;2453458,3334;2454291,6667;"[yells]"
664;2454375;2457000;"-[crunching]
-You are an abomination!"
665;2457500;2458875;"I will destroy you!"
666;2459500;2461500;"[both grunting]"
667;2469041,6667;2470291,6667;"[yells]"
668;2473166,6667;2474458,3334;"[screams]"
669;2475458,3334;2476583,3334;"[grunting]"
670;2483208,3334;2485166,6667;"You're still here, aren't you?"
671;2495416,6667;2497250;"[scree tumbling]"
672;2499791,6667;2500875;"[Yennefer speaks Elder]"
673;2514291,6667;2517375;"[panting]"
674;2531791,6667;2533208,3334;"[shuddering]"
675;2542708,3334;2543875;"[gasps]"
676;2559291,6667;2560583,3334;"No closer!"
677;2562875;2563875;"What the fuck?"
678;2565500;2567125;"Get back!"
679;2567208,3334;2569041,6667;"You should've stayed dead."
680;2570291,6667;2571375;"[Geralt] Stop!"
681;2576625;2577583,3334;"How?"
682;2581541,6667;2582791,6667;"He's dead."
683;2584250;2585458,3334;"She's dead."
684;2586291,6667;2588083,3334;"[roaring]"
685;2603166,6667;2605166,6667;"[roars]"
686;2609708,3334;2612250;"[Borch] Sir Witcher and his sorceress."
687;2612708,3334;2614666,6667;"[low growl]"
688;2614750;2615958,3334;"Hello again."
689;2622583,3334;2623791,6667;"Impossible."
690;2624416,6667;2626375;"[Téa] When the dragoness was injured,"
691;2626958,3334;2629083,3334;"her cry was heard by Villentretenmerth."
692;2629416,6667;2631208,3334;"But the egg could not be moved"
693;2631750;2633583,3334;"or the life inside it would die."
694;2633666,6667;2635541,6667;"That's why the dragon attacked."
695;2636125;2637458,3334;"[heart beating]"
696;2637541,6667;2639250;"She was protecting her baby."
697;2641375;2643916,6667;"[Téa] And then we heard
about the King's hunt,"
698;2644000;2646708,3334;"realized we had to keep our enemies close."
699;2647166,6667;2648916,6667;"So I came to find you,"
700;2649583,3334;2651041,6667;"the white-haired witcher,"
701;2651583,3334;2655208,3334;"the knight who was taught
to save dragons instead of kill them."
702;2658125;2659291,6667;"[growling]"
703;2660333,3334;2662666,6667;"Looks like
we get to fuck up the whole family."
704;2662750;2664333,3334;"Slay that dragon!"
705;2664416,6667;2665750;"[Geralt yells]"
706;2668666,6667;2670250;"Kill them!"
707;2670333,3334;2671416,6667;"Boholt's mine!"
708;2692750;2693875;"Aard, now!"
709;2696083,3334;2697458,3334;"[yelling]"
710;2706250;2708208,3334;"[low growl]"
711;2708291,6667;2710000;"[Borch] I'm afraid we have more."
712;2711333,3334;2713500;"Go! I'll protect the egg."
713;2718583,3334;2719583,3334;"Get them!"
714;2756875;2758041,6667;"-[Yennefer yells]
-[grunts]"
715;2765791,6667;2767958,3334;"[Yennefer yells]"
716;2769500;2771875;"So I get to kill you after all, Witcher."
717;2780416,6667;2782041,6667;"[yells]"
718;2782125;2783250;"[roaring]"
719;2786625;2788541,6667;"It's not going to happen!"
720;2812208,3334;2814416,6667;"Shame you don't get to see me
crack that egg!"
721;2815625;2816708,3334;"[groans]"
722;2826458,3334;2828458,3334;"[both panting]"
723;2833875;2835000;"[gasps]"
724;2836250;2837458,3334;"Uh..."
725;2840541,6667;2841583,3334;"[sniffs]"
726;2857458,3334;2858375;"Geralt?"
727;2860416,6667;2861333,3334;"Dwarfs?"
728;2863083,3334;2864791,6667;"Oh, gosh. Phew!"
729;2865791,6667;2866916,6667;"Ah! What'd I miss?"
730;2867416,6667;2868583,3334;"Huh?"
731;2869208,3334;2870458,3334;"-Guys?
-[groaning]"
732;2870541,6667;2872791,6667;"Are we... queuing for something?"
733;2872875;2874291,6667;"-What's going on?
-[gasping]"
734;2874833,3334;2875833,3334;"Oh, no!"
735;2882708,3334;2883708,3334;"Oh, fuck!"
736;2885291,6667;2886500;"What happened?"
737;2888000;2889458,3334;"Oh, gosh!"
738;2889541,6667;2890958,3334;"Oh! Bloody hell."
739;2891041,6667;2893458,3334;"What the fuck are you doing here?"
740;2900833,3334;2904208,3334;"Well, that's fuckin' shite!
We missed a whole mother lode of fun."
741;2910916,6667;2915583,3334;"Ask no questions, and in return,
I offer you these to take to the King."
742;2918291,6667;2919291,6667;"Dragon teeth?"
743;2920083,3334;2922750;"I've never been one
to look a gift cock in the beak,"
744;2922833,3334;2925125;"though this might not be enough proof
to collect the reward."
745;2926916,6667;2928750;"Tell the King if he's not satisfied,"
746;2928833,3334;2932708,3334;"he can expect the body of a dragon
dropped upon his royal wedding."
747;2932791,6667;2934166,6667;"Free of charge."
748;2944125;2945875;"[laughing]"
749;2947208,3334;2948125;"Aah!"
750;2956125;2957541,6667;"[whimpering]"
751;2958500;2959875;"[twigs snapping]"
752;2967208,3334;2969000;"[footsteps approaching]"
753;2970041,6667;2972125;"[whimpers]"
754;2979041,6667;2980833,3334;"[muffled cries]"
755;2985583,3334;2988583,3334;"He caught me. He's going to come back, 
Dara. We have to hurry."
756;2988666,6667;2989750;"[Dara curses in Elder]"
757;2989833,3334;2992333,3334;"If we had just stayed in Brokilon, Ciri,
we'd be safe right now!"
758;2992416,6667;2995291,6667;"-How could I have known?
-Because we agreed to it. Hmm?"
759;2996833,3334;2999208,3334;"If I stay with you any longer,
I'll be dead too."
760;2999875;3001625;"And you say you're so special."
761;3002083,3334;3004916,6667;"What you really mean is
that you're just like Calanthe!"
762;3005041,6667;3007708,3334;"You bring terror and you bring death
wherever you are!"
763;3010291,6667;3011875;"I'm doing the best that I can."
764;3014375;3016750;"I'm done apologizing.
I'm done with all of this."
765;3016833,3334;3018208,3334;"I have to move on."
766;3024541,6667;3025958,3334;"You're right, Princess."
767;3029166,6667;3030166,6667;"Find a new family,"
768;3030666,6667;3032750;"because I can't be there for you anymore."
769;3055916,6667;3057916,6667;"This is my final first."
770;3060125;3061125;"A child."
771;3062791,6667;3064625;"This treasure, this legacy"
772;3065041,6667;3066208,3334;"must endure."
773;3067291,6667;3069291,6667;"There is no other reason to go on."
774;3070791,6667;3072291,6667;"Thank you for protecting it."
775;3073791,6667;3075875;"And thank you, Yennefer of Vengerberg."
776;3077125;3079708,3334;"I can see why Geralt didn't want
to lose you."
777;3081541,6667;3082541,6667;"What does that mean?"
778;3091958,3334;3093000;"In Rinde."
779;3095458,3334;3096625;"The djinn."
780;3098958,3334;3101083,3334;"That's why we can't escape each other."
781;3103250;3104833,3334;"Why I feel this way inside."
782;3105500;3106333,3334;"No."
783;3106416,6667;3108291,6667;"[Yennefer]
It's not because of anything real..."
784;3108875;3109916,6667;"or true."
785;3112291,6667;3113416,6667;"You made a wish."
786;3115000;3116000;"It's magic."
787;3116750;3118791,6667;"-It's real, Yen.
-How could we ever know?"
788;3122250;3125375;"Disregard for other's freedom
has become quite your trademark."
789;3125875;3128958,3334;"-I made that wish to save your life.
-I didn't need your help!"
790;3129041,6667;3130166,6667;"Like fuck you didn't!"
791;3130791,6667;3133958,3334;"And you, you flit about like a tornado,"
792;3134708,3334;3136666,6667;"wreaking havoc, and for what?"
793;3137541,6667;3138750;"So you can have a baby?"
794;3139708,3334;3142750;"A child is no way
to boost your fragile ego, Yen."
795;3142833,3334;3146125;"I'll take advice from you about children
as soon as you take responsibility"
796;3146208,3334;3148041,6667;"for the one you bound to you
and then abandoned!"
797;3148125;3149333,3334;"[Borch] That's enough."
798;3154208,3334;3157666,6667;"I'm going to save you both a lot of hurt
with a little pain now."
799;3159458,3334;3162083,3334;"The sorceress will never regain her womb."
800;3164000;3166375;"And though you didn't want to lose her,
Geralt,"
801;3167708,3334;3168750;"you will."
802;3173625;3174666,6667;"He already has."
803;3191750;3193791,6667;"You wanted to show me
what I was missing..."
804;3196333,3334;3197291,6667;"there she goes."
805;3199833,3334;3201958,3334;"What you're missing is still out there."
806;3202875;3203958,3334;"Your legacy."
807;3204791,6667;3206875;"Your destiny. I know it."
808;3208208,3334;3209416,6667;"And you know it."
809;3224416,6667;3226416,6667;"[Jaskier] Phew! What a day! [chuckles]"
810;3227166,6667;3229541,6667;"-I imagine you're probably--
-Damn it, Jaskier!"
811;3230375;3233083,3334;"Why is it whenever I find myself 
in a pile of shit these days,"
812;3233166,6667;3235458,3334;"-it's you, shoveling it?
-Well, that's not fair."
813;3235541,6667;3237791,6667;"The Child Surprise, the djinn,"
814;3237875;3238875;"all of it!"
815;3239291,6667;3241500;"If life could give me one blessing,"
816;3241583,3334;3244333,3334;"it would be to take you off my hands."
817;3253125;3254333,3334;"Right. Uh..."
818;3257833,3334;3258708,3334;"Right, then."
819;3260875;3261750;"I'll..."
820;3262250;3264416,6667;"I'll go get the rest of the story
from the others."
821;3269416,6667;3270583,3334;"See you around, Geralt."
822;3298541,6667;3300000;"[Cahir winces]"
823;3300625;3302208,3334;"[Fringilla] 
They're combing the area."
824;3303583,3334;3304750;"They haven't found him,"
825;3305541,6667;3306500;"or the girl."
826;3312666,6667;3314833,3334;"A simple test of silver would've sufficed."
827;3314916,6667;3316041,6667;"I had steel at the ready."
828;3318333,3334;3321250;"We can pull in more soldiers.
Keep searching."
829;3322291,6667;3323458,3334;"We won't stop."
830;3326000;3330000;"We cannot mistake the stars reflecting 
in a pond for those in the night sky."
831;3330083,3334;3331916,6667;"Spare me the lecture, Fringilla."
832;3342791,6667;3344666,6667;"You rose up against the Usurper."
833;3347416,6667;3349791,6667;"Helped free our people from their chains."
834;3351875;3354333,3334;"I witnessed the White Flame call on you..."
835;3357208,3334;3358208,3334;"mold you..."
836;3359541,6667;3361541,6667;"anoint you."
837;3364208,3334;3365875;"It burns in you, Cahir."
838;3368416,6667;3369625;"She is the key,"
839;3370958,3334;3371833,3334;"but you..."
840;3373291,6667;3374625;"you are the commissioner."
841;3377375;3378375;"Do not despair."
842;3379250;3380250;"We will find her."
843;3380916,6667;3383416,6667;"And we will spread his supremacy
all through the kingdoms,"
844;3383500;3384875;"whether they deserve it..."
845;3385750;3386750;"or not."
846;3390666,6667;3391833,3334;"Gather the men."
847;3395416,6667;3396875;"We cannot fail him."
848;3407791,6667;3410666,6667;"The time of the sword
and the ax is nigh."
849;3417916,6667;3420666,6667;"[Jaskier] ♪ The "fairer sex"
They often call it ♪"
850;3421166,6667;3423750;"♪ But her love's as unfair as a crook ♪"
851;3423833,3334;3425291,6667;"♪ It steals all my reason ♪"
852;3425375;3426875;"♪ Commits every treason ♪"
853;3426958,3334;3430708,3334;"♪ Of logic with naught but a look ♪"
854;3431416,6667;3433875;"♪ A storm raging on the horizon ♪"
855;3434625;3436958,3334;"♪ Of longing, and heartache, and lust ♪"
856;3437041,6667;3438958,3334;"♪ She's always bad news ♪"
857;3439041,6667;3440375;"♪ It's always lose-lose ♪"
858;3440458,3334;3443958,3334;"♪ So, tell me, love, tell me, love
How is that just? ♪"
859;3444500;3445958,3334;"♪ But the story is this ♪"
860;3446041,6667;3448416,6667;"♪ She'll destroy with her sweet kiss ♪"
861;3448500;3450208,3334;"♪ Her sweet kiss ♪"
862;3451041,6667;3452666,6667;"♪ But the story is this ♪"
863;3452750;3456083,3334;"♪ She'll destroy with her sweet kiss ♪"
864;3457041,6667;3459708,3334;"♪ Her current is pulling you closer ♪"
865;3460416,6667;3462958,3334;"♪ A charge in the hot, humid night ♪"
866;3463041,6667;3465958,3334;"♪ The red sky at dawn
Is giving a warning ♪"
867;3466041,6667;3469416,6667;"♪ You fool, better stay out of sight ♪"
868;3470375;3473041,6667;"♪ I'm weak, my love, and I am wanting ♪"
869;3473833,3334;3476166,6667;"♪ If this is the path I must trudge ♪"
870;3476250;3477916,6667;"♪ I'll welcome my sentence ♪"
871;3478000;3479291,6667;"♪ Give to you my penance ♪"
872;3479375;3483125;"♪ Garroter, jury and judge ♪"
873;3483541,6667;3485125;"♪ But the story is this ♪"
874;3485208,3334;3487625;"♪ She'll destroy with her sweet kiss ♪"
875;3487708,3334;3490250;"♪ Her sweet kiss, oh ♪"
876;3490333,3334;3491791,6667;"♪ But the story is this ♪"
877;3491875;3495375;"♪ She'll destroy with her sweet kiss ♪"
878;3495458,3334;3497000;"♪ Oh, oh, oh, oh, oh, oh ♪"
879;3497083,3334;3498500;"♪ But the story is this ♪"
880;3498583,3334;3500750;"♪ She'll destroy with her sweet kiss ♪"
881;3501250;3503250;"♪ Her sweet kiss, oh ♪"
882;3503333,3334;3505125;"♪ But the story is this ♪"
883;3505208,3334;3508458,3334;"♪ She'll destroy with her sweet kiss ♪"
884;3508541,6667;3510541,6667;"♪ Oh, oh, oh, oh, oh, oh ♪"
885;3510625;3511583,3334;"♪ The story is this ♪"
886;3511666,6667;3518250;"♪ She'll destroy with her sweet kiss ♪"
